"","Column","Row","RefNumber","Name.Append","Name","ID","ControlType","TopHit","Correct.Accession.number","Accession","Probe","blast2go.Seq.Description","NCBI.Accession.name","Gene","Gene.Code","Probe.Group","Modified.Probe.Group","Function","FC","Species.Detail","Species.Group","X","X.1","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CUST_60_PI426264540",82,25,2448,"222782676_EZ011347.1","222782676_EZ011347.1_480-611","CUST_60_PI426264540","FALSE","gi|222782676_EZ011347.1_480-611","EZ011347.1","EZ011347.1","EZ011347","abhydrolase domain containing 12","Abhydrolase domain-containing protein 12 (ABHD12)","Abhydrolase domain-containing protein 12 (ABHD12)","","lipid metabolism","cellular differentiation","metabolism","NCF","Acropora millepora","coral",NA,NA,-0.252386066183207,0.128269823153781,-0.91196025963143,0.389514689525282,0.847343629934027,-5.44218007861823
"CUST_66_PI426227495",65,103,5197,"222794661_EZ023049.1","222794661_EZ023049.1_1591-1848","CUST_66_PI426227495","FALSE","gi|222794661_EZ023049.1_1591-1848","EZ023049.1","EZ023049.1","EZ023049","signal recognition particle 54 kda protein","Signal recognition particle 54 kDa protein (Srp54)","Signal recognition particle 54 kDa protein (Srp54)","","ribosomal","(revisit)","translation","NCF","Acropora millepora","coral",NA,NA,0.333072442880002,0.314633359628301,0.912954294183793,0.389023500010199,0.84687168746526,-5.44133776174451
"CUST_11_PI426244597",41,73,9148,"222784716_EZ013354.1","222784716_EZ013354.1_494-1525","CUST_11_PI426244597","FALSE","gi|222784716_EZ013354.1_494-1525","EZ013354.1","EZ013354.1","EZ013354","transport protein sec61 subunit alpha 2","Protein transport protein Sec61 subunit alpha isoform 2 (Sec61a2)","Protein transport protein Sec61 subunit alpha isoform 2 (Sec61a2)","","protein transport","autophagy_phagocytosis","protein transport","NCF","Acropora millepora","coral",NA,NA,-0.490879679859203,0.454809626767162,-0.912815428396133,0.389092091472626,0.84687168746526,-5.44145547609042
"CUST_43_PI426244603",86,145,1732,"15081471_AF401282.1","15081471_AF401282.1_84-767","CUST_43_PI426244603","FALSE","gi|15081471_AF401282.1_84-767","AF401282.1","AF401282.1","AF401282","green fluorescent protein","green fluorescent protein","green fluorescent protein","","bioluminescence","bioluminescence","bioluminescence","NCF","Montastraea faveolata","coral",NA,NA,0.367658901153239,0.362644472108271,0.914407278569831,0.388306343561715,0.846493220990441,-5.44010524515475
"CUST_796_PI426227498",85,125,1906,"222784673_EZ013313.1","222784673_EZ013313.1_659-886","CUST_796_PI426227498","FALSE","gi|222784673_EZ013313.1_659-886","EZ013313.1","EZ013313.1","EZ013313","dual specificity phosphatase 12","Dual specificity protein phosphatase 12 (Dusp12)","Dual specificity protein phosphatase 12 (Dusp12)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.557068876628907,0.824311334964245,0.914000365342547,0.388507087827084,0.846493220990441,-5.4404505710054
"CUST_668_PI426227498",81,156,2465,"222783370_EZ012035.1","222783370_EZ012035.1_55-171","CUST_668_PI426227498","FALSE","gi|222783370_EZ012035.1_55-171","EZ012035.1","EZ012035.1","EZ012035","-related lipid transfer domain containing 13-like","StAR-related lipid transfer protein 13 (Stard13","StAR-related lipid transfer protein 13 (Stard13","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.373430074476545,0.369823091149479,-0.919440108222624,0.385829768037057,0.845855166412244,-5.43582417044762
"CUST_268_PI426266615",46,95,8317,"MGID_113_145_179","MGID_113_145_179","CUST_268_PI426266615","FALSE","","MGID_113","EZ011865.1","MGID_113","","Heat shock protein HSP 90-alpha 1 (HSP90AA1)","Heat shock protein HSP 90-alpha 1 (HSP90AA1)","","protein modification","(revisit)","molecular chaperone","MF","Acropora millepora","coral",NA,NA,-0.209701805828254,6.40024711944516,-0.918364924677504,0.386357870889463,0.845855166412244,-5.43674030251585
"CUST_33_PI426266424",88,142,1324,"222779270_EZ007941.1","222779270_EZ007941.1_68-409","CUST_33_PI426266424","FALSE","gi|222779270_EZ007941.1_68-409","EZ007941.1","EZ007941.1","EZ007941","vesicle-trafficking protein sec22a","Vesicle-trafficking protein SEC22a (Sec22a)","Vesicle-trafficking protein SEC22a (Sec22a)","","transport","ER-Golgi transport ","protein transport","NCF","Acropora millepora","coral",NA,NA,-0.397949913400218,0.458337906237263,-0.917973437009326,0.386550291634287,0.845855166412244,-5.43707366875157
"CUST_19_PI426245463",88,127,1413,"222798880_EZ027268.1","222798880_EZ027268.1_25-1626","CUST_19_PI426245463","FALSE","gi|222798880_EZ027268.1_25-1626","EZ027268.1","EZ027268.1","EZ027268","bone morphogenetic protein type 1b","Bone morphogenetic protein receptor type-1B (Bmpr1b)","Bone morphogenetic protein receptor type-1B (Bmpr1b)","","calcification","calcium ion binding","proteolysis","MF","Acropora millepora","coral",NA,NA,0.427760980161418,0.570662908903603,0.917869699922617,0.386601291425297,0.845855166412244,-5.43716198602872
"CUST_50_PI426232937",18,125,12894,"AJ884899.1","AJ884899.1","CUST_50_PI426232937","FALSE","emb|AJ884899.1|gi|87158058","AJ884899.1","AJ884899.1","AJ884899","","photosystem ii protein d1","chloroplast psbA gene","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,0.515220915415118,4.93017681578606,0.917218802284865,0.386921402142612,0.845855166412244,-5.43771595341783
"CUST_24_PI426246029",55,21,6878,"222784062_EZ012720.1","222784062_EZ012720.1_1178-1669","CUST_24_PI426246029","FALSE","gi|222784062_EZ012720.1_1178-1669","EZ012720.1","EZ012720.1","EZ012720","chymotrypsinogen b1","Chymotrypsinogen B (Ctrb1)","Chymotrypsinogen B (Ctrb1)","","digestion_storage","protease_endopeptidase","proteolysis","MF","Acropora millepora","coral",NA,NA,0.610195246483769,2.4622704724082,0.916853858599522,0.38710096622884,0.845855166412244,-5.43802641553227
"CUST_3_PI426266594",75,69,3574,"75858836_DQ144986.1","75858836_DQ144986.1_43-546","CUST_3_PI426266594","FALSE","gi|75858836_DQ144986.1_43-546","DQ144986.1","DQ144986.1","DQ144986","","ubiquitin-conjugating enzyme","ubiquitin conjugating enzyme","","protein ubiquitination","protein binding_immune response","protein modification","ZOOX - protein modification","Symbiodinium sp. clade C","zooxanthellae",NA,NA,0.41189317489757,0.856179207914109,0.916623396668792,0.38721439248132,0.845855166412244,-5.43822242238324
"CUST_100_PI426266615",22,119,12241,"AF005356_1785_1819","AF005356_1785_1819","CUST_100_PI426266615","FALSE","","AF005356","AF005356.1","AF005356","","integrin subunit beta Cn1","integrin subunit beta Cn1","","cell signaling","(revisit)","cellular signaling","NCF","Acropora millepora","coral",NA,NA,-0.356973766220119,0.233465092251005,-0.916519113679692,0.387265725374037,0.845855166412244,-5.43831110188912
"CUST_195_PI426227893",92,61,790,"222799590_EZ027978.1","222799590_EZ027978.1_180-731","CUST_195_PI426227893","FALSE","gi|222799590_EZ027978.1_180-731","EZ027978.1","EZ027978.1","EZ027978","transcriptional activator protein pur-alpha","Transcriptional activator protein Pur-alpha (Pura","Transcriptional activator protein Pur-alpha (Pura","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,0.392173730089356,1.23219046851428,0.91584068390355,0.387599801813747,0.845855166412244,-5.43888782723517
"CUST_284_PI426232937",79,4,2869,"FN646418.1","FN646418.1","CUST_284_PI426232937","FALSE","emb|FN646418.1|gi|306430550","FN646418.1","FN646418.1","FN646418","","light-harvesting protein","light-harvesting protein","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp. clade C","zooxanthellae",NA,NA,-0.447475155511456,0.792929222789886,-0.915562035788261,0.387737076674829,0.845855166412244,-5.43912460560609
"CUST_17_PI426265162",94,118,352,"222781459_EZ010130.1","222781459_EZ010130.1_59-1552","CUST_17_PI426265162","FALSE","gi|222781459_EZ010130.1_59-1552","EZ010130.1","EZ010130.1","EZ010130","selenium binding protein","Selenium-binding protein 1 (selenbp1","Selenium-binding protein 1 (selenbp1","","metal ion homeostasis","(revisit)","metal ion binding","MF","Acropora millepora","coral",NA,NA,0.281516656589299,5.22091274818487,0.915427359588909,0.387803437150635,0.845855166412244,-5.43923902503081
"CUST_191_PI426227498",90,53,1122,"222547236_EZ003149.1","222547236_EZ003149.1_82-252","CUST_191_PI426227498","FALSE","gi|222547236_EZ003149.1_82-252","EZ003149.1","EZ003149.1","EZ003149","g-protein signalling modulator 1 (ags3-like elegans)","G-protein-signaling modulator 1 (Gpsm1)","G-protein-signaling modulator 1 (Gpsm1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.399986969066635,0.375858144541525,0.920308868943883,0.385403442896588,0.845546818246216,-5.43508331134579
"CUST_42_PI426227896",91,76,865,"222784336_EZ012994.1","222784336_EZ012994.1_409-594","CUST_42_PI426227896","FALSE","gi|222784336_EZ012994.1_409-594","EZ012994.1","EZ012994.1","EZ012994","major vault protein","Major vault protein (mvp","Major vault protein (mvp","","xenobiotic response","(revisit)","response to xenobiotic","SR","Acropora millepora","coral",NA,NA,-0.412054103507092,0.302550463632854,-0.921121076973749,0.385005183444144,0.845123318455749,-5.43439018320631
"CUST_66_PI426227893",74,68,3657,"222782322_EZ010993.1","222782322_EZ010993.1_459-935","CUST_66_PI426227893","FALSE","gi|222782322_EZ010993.1_459-935","EZ010993.1","EZ010993.1","EZ010993","ccr4-not transcription subunit 2","CCR4-NOT transcription complex subunit 2 (Cnot2)","CCR4-NOT transcription complex subunit 2 (Cnot2)","","transcription regulation","RNA metabolism","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,-0.420292205491292,0.48971963182413,-0.921789417016552,0.384677695809873,0.844854800717364,-5.43381947103649
"CUST_1255_PI426227498",50,52,7601,"222796975_EZ025363.1","222796975_EZ025363.1_261-804","CUST_1255_PI426227498","FALSE","gi|222796975_EZ025363.1_261-804","EZ025363.1","EZ025363.1","EZ025363","son of sevenless homolog 2","son of sevenless (Sos","son of sevenless (Sos","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.399558683573015,0.24174923162819,-0.922408038666318,0.384374753174486,0.844639932536038,-5.43329092581784
"CUST_1055_PI426227498",85,11,1963,"222788731_EZ017203.1","222788731_EZ017203.1_15-725","CUST_1055_PI426227498","FALSE","gi|222788731_EZ017203.1_15-725","EZ017203.1","EZ017203.1","EZ017203","mitogen-activated protein kinase kinase kinase 13","Mitogen-activated protein kinase kinase kinase 13 (MAP3K13)","Mitogen-activated protein kinase kinase kinase 13 (MAP3K13)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.419525798663892,0.618449104147209,0.931543566817894,0.379921498924838,0.844261426448748,-5.42545336741197
"CUST_317_PI426227498",79,25,2940,"222778866_EZ007537.1","222778866_EZ007537.1_12-204","CUST_317_PI426227498","FALSE","gi|222778866_EZ007537.1_12-204","EZ007537.1","EZ007537.1","EZ007537","serine threonine-protein kinase ick","Serine/threonine-protein kinase ICK","Serine/threonine-protein kinase ICK","","signal transduction","apoptosis_wound healing","signaling","MF","Acropora millepora","coral",NA,NA,0.285219320809518,3.84617092775795,0.931032966639628,0.380169387598342,0.844261426448748,-5.42589301128248
"CUST_132_PI426227893",91,23,973,"222784821_EZ013455.1","222784821_EZ013455.1_62-496","CUST_132_PI426227893","FALSE","gi|222784821_EZ013455.1_62-496","EZ013455.1","EZ013455.1","EZ013455","histone-lysine n-methyltransferase prdm6","PR domain zinc finger protein 6 (PRDM6)","PR domain zinc finger protein 6 (PRDM6)","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,1.07796560359024,1.07157838204054,0.929643143811613,0.380844731975394,0.844261426448748,-5.42708874387452
"CUST_126_PI426264540",93,50,550,"222788032_EZ016504.1","222788032_EZ016504.1_109-741","CUST_126_PI426264540","FALSE","gi|222788032_EZ016504.1_109-741","EZ016504.1","EZ016504.1","EZ016504","arachidonate 5-lipoxygenase","Allene oxide synthase-lipoxygenase","Allene oxide synthase-lipoxygenase","","lipid metabolism","metal ion binding","metabolism","NCF","Acropora millepora","coral",NA,NA,-0.322387307946882,0.295405032626091,-0.929541824442462,0.380893999892805,0.844261426448748,-5.42717585943344
"CUST_40_PI426264527",81,69,2590,"193081165_EU717908.1","193081165_EU717908.1_38-588","CUST_40_PI426264527","FALSE","gi|193081165_EU717908.1_38-588","EU717908.1","EU717908.1","EU717908","mannose-binding lectin","mannose-binding lectin","mannose-binding lectin","","immune response","binds apoptotic-nectrotic cells","immune response","SR","Acropora millepora","coral",NA,NA,-0.322387307946882,0.295405032626091,-0.929541824442462,0.380893999892805,0.844261426448748,-5.42717585943344
"CUST_150_PI426265159",47,138,8050,"222793640_EZ022028.1","222793640_EZ022028.1_93-719","CUST_150_PI426265159","FALSE","gi|222793640_EZ022028.1_93-719","EZ022028.1","EZ022028.1","EZ022028","2-oxoisovalerate dehydrogenase subunit mitochondrial","2-oxoisovalerate dehydrogenase subunit alpha","2-oxoisovalerate dehydrogenase subunit alpha","","metabolism-mixed","(revisit)","metabolism","MF","Acropora millepora","coral",NA,NA,-0.399558683573015,0.327533997185582,-0.928450200771152,0.381425115722435,0.844261426448748,-5.42811398034977
"CUST_248_PI426227498",95,59,299,"222549996_EZ005909.1","222549996_EZ005909.1_6-227","CUST_248_PI426227498","FALSE","gi|222549996_EZ005909.1_6-227","EZ005909.1","EZ005909.1","EZ005909","ran-specific gtpase-activating protein","Ran-specific GTPase-activating protein (Ranbp1","Ran-specific GTPase-activating protein (Ranbp1","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.394075094969635,0.411190022169466,-0.928135031533512,0.381578559179199,0.844261426448748,-5.42838467091017
"CUST_130_PI426266424",73,75,3899,"222802984_EZ031372.1","222802984_EZ031372.1_52-447","CUST_130_PI426266424","FALSE","gi|222802984_EZ031372.1_52-447","EZ031372.1","EZ031372.1","EZ031372","adp-ribosylation factor 6","ADP-ribosylation factor 6 (ARF6)","ADP-ribosylation factor 6 (ARF6)","","cell adhesion","regulates endocytic recycling and cytoskeleton remodeling","signaling","NCF","Acropora millepora","coral",NA,NA,0.415194572311105,0.716429286000741,0.927498821267397,0.38188844383005,0.844261426448748,-5.42893087665276
"CUST_3_PI426227881",87,74,1522,"7638018_AF229054.1","7638018_AF229054.1_66-1001","CUST_3_PI426227881","FALSE","gi|7638018_AF229054.1_66-1001","AF229054.1","AF229054.1","AF229054","","cell adhesion protein Sym32 (sym32)","cell adhesion protein Sym32 (sym32)","","cell adhesion","symbiosis recognition","cell adhesion","NCF","Anthopleura elegantissima","anemone",NA,NA,-0.252386066183207,0.119129784080013,-0.926959691495702,0.382151188130242,0.844261426448748,-5.42939350701611
"CUST_249_PI426266615",89,73,1276,"Hsp27_cont(B)_113_14","Hsp27_cont(B)_113_147","CUST_249_PI426266615","FALSE","","Hsp27_cont(B)","JK822211.1","JK822211","","Methionine aminopeptidase 2 (METAP2)","Methionine aminopeptidase 2 (METAP2)","","proteolysis","(revisit)","proteolysis","MF","Montastraea cavernosa","coral",NA,NA,-0.341530292056769,0.478674127785302,-0.926142285438781,0.382549804726605,0.844261426448748,-5.43009452720671
"CUST_21_PI426265159",65,79,5209,"222549613_EZ005526.1","222549613_EZ005526.1_96-233","CUST_21_PI426265159","FALSE","gi|222549613_EZ005526.1_96-233","EZ005526.1","EZ005526.1","EZ005526","thyroid peroxidase","Thyroid peroxidase (TPO","Thyroid peroxidase (TPO","","metabolism-mixed","(revisit)","metabolism","NCF","Acropora millepora","coral",NA,NA,0.343139062229566,0.42147647500085,0.926126644459692,0.38255743520582,0.844261426448748,-5.43010793644477
"CUST_18_PI426226214",32,77,10622,"222783732_EZ012392.1","222783732_EZ012392.1_31-228","CUST_18_PI426226214","FALSE","gi|222783732_EZ012392.1_31-228","EZ012392.1","EZ012392.1","EZ012392","sortilin-related l(dlr class) a repeats-containing","Sortilin-related receptor (SORL1","Sortilin-related receptor (SORL1","","endocytosis","lipid transport_cell-cell interaction","endocytosis","MF","Acropora millepora","coral",NA,NA,-0.465906268201629,0.295610091055692,-0.925240589261386,0.382989882297572,0.844261426448748,-5.43086727548961
"CUST_127_PI426266615",78,149,3042,"AJ251054_257_291","AJ251054_257_291","CUST_127_PI426266615","FALSE","","AJ251054","AJ251054.1","AJ251054","","fructose-1,6-bisphosphatase 1 (FBP1)","fructose-1,6-bisphosphatase 1 (FBP1)","","metabolism-mixed","(revisit)","metabolism","NCF","Dendronephthya klunzingeri","octocoral",NA,NA,0.427940431276527,0.426754829583598,0.925130669716769,0.383043554650536,0.844261426448748,-5.43096143566676
"CUST_322_PI426266615",51,117,7486,"MGID_47_139_173","MGID_47_139_173","CUST_322_PI426266615","FALSE","","MGID_47","EF134003.1","MGID_47","","Ferredoxin","Ferredoxin","","photosynthesis","sensory transduction_electron transport","response to light","ZOOX - photosynthesis","Alexandrium fundyense","dinoflagellate",NA,NA,-0.280728050120987,4.10662367455886,-0.924674401398975,0.383266404159293,0.844261426448748,-5.43135219447663
"CUST_27_PI426227890",80,109,2734,"222549076_EZ004989.1","222549076_EZ004989.1_131-238","CUST_27_PI426227890","FALSE","gi|222549076_EZ004989.1_131-238","EZ004989.1","EZ004989.1","EZ004989","rna-dependent rna polymerase","RNA-dependent RNA polymerase 1 (rdr1","RNA-dependent RNA polymerase 1 (rdr1","","transcription machinery","(revisit)","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,0.343139062229566,0.206680006037472,0.924339001423757,0.383430280424327,0.844261426448748,-5.43163934271962
"CUST_316_PI426266615",92,145,748,"MGID_373_177_211","MGID_373_177_211","CUST_316_PI426266615","FALSE","","MGID_373","EZ020922.1","MGID_373","","Heat shock protein Hsp-16.2 (hsp-16.2)","Heat shock protein Hsp-16.2 (hsp-16.2)","","protein modification","(revisit)","molecular chaperone","SR","Acropora millepora","coral",NA,NA,0.343139062229566,0.327575246517553,0.924339001423757,0.383430280424327,0.844261426448748,-5.43163934271962
"CUST_24_PI426232937",59,157,6154,"AF425735.1","AF425735.1","CUST_24_PI426232937","FALSE","gb|AF425735.1|gi|16326736","AF425735.1","AF425735.1","AF425735","","peridinin chlorophyll-a binding protein apoprotein precursor","peridinin chlorophyll-a binding protein apoprotein (pcp)","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium muscatinei","zooxanthellae",NA,NA,-0.43977765910516,0.575978218269909,-0.923588389508004,0.383797216292454,0.844261426448748,-5.43228167399895
"CUST_1270_PI426227498",52,108,7245,"222797238_EZ025626.1","222797238_EZ025626.1_69-203","CUST_1270_PI426227498","FALSE","gi|222797238_EZ025626.1_69-203","EZ025626.1","EZ025626.1","EZ025626","wnt oncogene analog 5","Wnt-5 (Wnt5","Wnt-5 (Wnt5","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.341530292056769,0.187283750365981,-0.923520635136517,0.383830350684831,0.844261426448748,-5.43233963428003
"CUST_131_PI426266271",53,55,7189,"222785034_EZ013668.1","222785034_EZ013668.1_73-997","CUST_131_PI426266271","FALSE","gi|222785034_EZ013668.1_73-997","EZ013668.1","EZ013668.1","EZ013668","RING finger protein 11","RING finger protein 11 (Rnf11)","RING finger protein 11 (Rnf11)","","protein ubiquitination","zinc ion binding_inflammation","signaling","MF","Acropora millepora","coral",NA,NA,-0.341530292056769,0.187283750365981,-0.923520635136517,0.383830350684831,0.844261426448748,-5.43233963428003
"CUST_151_PI426264540",66,14,4996,"222783868_EZ012528.1","222783868_EZ012528.1_17-463","CUST_151_PI426264540","FALSE","gi|222783868_EZ012528.1_17-463","EZ012528.1","EZ012528.1","EZ012528","zinc fyve domain containing 21","Zinc finger FYVE domain-containing protein 21 (ZFYVE21","Zinc finger FYVE domain-containing protein 21 (ZFYVE21","","cell adhesion","metal ion binding","cell motility","MF","Acropora millepora","coral",NA,NA,-0.341530292056769,0.187283750365981,-0.923520635136517,0.383830350684831,0.844261426448748,-5.43233963428003
"CUST_18_PI426226978",80,159,2709,"222550908_EZ006821.1","222550908_EZ006821.1_19-132","CUST_18_PI426226978","FALSE","gi|222550908_EZ006821.1_19-132","EZ006821.1","EZ006821.1","EZ006821","dna photolyase","Deoxyribodipyrimidine photo-lyase (PHR)","Deoxyribodipyrimidine photo-lyase (PHR)","","DNA damage repair","repair of UV radiation-induced DNA damage","DNA repair","SR","Acropora millepora","coral",NA,NA,-0.341530292056769,0.187283750365981,-0.923520635136518,0.383830350684831,0.844261426448748,-5.43233963428003
"CUST_407_PI426227498",86,85,1762,"222780720_EZ009391.1","222780720_EZ009391.1_842-1045","CUST_407_PI426227498","FALSE","gi|222780720_EZ009391.1_842-1045","EZ009391.1","EZ009391.1","EZ009391","g protein-coupled receptor 177","Integral membrane protein GPR177 (Gpr177)","Integral membrane protein GPR177 (Gpr177)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.253472266669356,0.119409813892471,0.923178934504234,0.383997487066174,0.844261426448748,-5.43263189040695
"CUST_410_PI426227486",90,140,997,"222792931_EZ021319.1","222792931_EZ021319.1_133-1241","CUST_410_PI426227486","FALSE","gi|222792931_EZ021319.1_133-1241","EZ021319.1","EZ021319.1","EZ021319","methionine sulfoxide reductase","Peptide methionine sulfoxide reductase (Eip71CD","Peptide methionine sulfoxide reductase (Eip71CD","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.253472266669356,0.119409813892471,0.923178934504234,0.383997487066174,0.844261426448748,-5.43263189040695
"CUST_36_PI426266274",84,41,2112,"222781550_EZ010221.1","222781550_EZ010221.1_1021-1209","CUST_36_PI426266274","FALSE","gi|222781550_EZ010221.1_1021-1209","EZ010221.1","EZ010221.1","EZ010221","isocitrate dehydrogenase","Isocitrate dehydrogenase","Isocitrate dehydrogenase","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,-0.46838018194941,0.81947315431308,-0.933719006460203,0.378866697206825,0.844062569684651,-5.42357813827937
"CUST_534_PI426227498",46,111,8309,"222782302_EZ010973.1","222782302_EZ010973.1_136-832","CUST_534_PI426227498","FALSE","gi|222782302_EZ010973.1_136-832","EZ010973.1","EZ010973.1","EZ010973","nima (never in mitosis gene a)- related kinase 11","Serine/threonine-protein kinase Nek11","Serine/threonine-protein kinase Nek11","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.591398994676495,0.53336691652514,-0.933271988715348,0.379083264589632,0.844062569684651,-5.42396374547127
"CUST_72_PI426266424",63,116,5437,"222783828_EZ012488.1","222783828_EZ012488.1_63-1364","CUST_72_PI426266424","FALSE","gi|222783828_EZ012488.1_63-1364","EZ012488.1","EZ012488.1","EZ012488","methylcrotonoyl-coenzyme a carboxylase 1","Methylcrotonoyl-CoA carboxylase subunit alpha","Methylcrotonoyl-CoA carboxylase subunit alpha","","metabolism-mixed","metal ion binding_biotin metabolism","metabolism","NCF","Acropora millepora","coral",NA,NA,0.651870457777926,0.535833885036738,0.93324795239479,0.37909491210208,0.844062569684651,-5.42398447565212
"CUST_12_PI426232934",49,34,7774,"62767032_AY916504.1","62767032_AY916504.1_495-665","CUST_12_PI426232934","FALSE","gi|62767032_AY916504.1_495-665","AY916504.1","AY916504.1","AY916504","","superoxide dismutase","superoxide dismutase","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Symbiodinium sp.","zooxanthellae",NA,NA,-0.341530292056769,0.335288486110916,-0.933046066677713,0.379192752286694,0.844062569684651,-5.42415857606225
"CUST_75_PI426227893",79,39,2933,"222783284_EZ011951.1","222783284_EZ011951.1_1350-1478","CUST_75_PI426227893","FALSE","gi|222783284_EZ011951.1_1350-1478","EZ011951.1","EZ011951.1","EZ011951","histone deacetylase 11","Histone deacetylase 11 (Hdac11)","Histone deacetylase 11 (Hdac11)","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,0.477799915066338,0.493834697486516,0.935104964316734,0.378195823110126,0.843935493451174,-5.42238166824848
"CUST_14_PI426232937",87,73,1604,"281331149_AB456561.1","281331149_AB456561.1_1-1074","CUST_14_PI426232937","FALSE","gi|281331149_AB456561.1_1-1074","AB456561.1","AB456561.1","AB456561","","photosystem ii protein d2","psbD mRNA for photosystem II","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,0.429396994281694,4.36949237148806,0.93485674130818,0.378315910857423,0.843935493451174,-5.42259605569278
"CUST_150_PI426246026",76,84,3321,"222546551_EZ002741.1","222546551_EZ002741.1_924-1283","CUST_150_PI426246026","FALSE","gi|222546551_EZ002741.1_924-1283","EZ002741.1","EZ002741.1","EZ002741","cytochrome c oxidase subunit i","Cytochrome c oxidase subunit 1 (COI)","Cytochrome c oxidase subunit 1 (COI)","","ETC","respiration","cellular respiration","NCF","Acropora millepora","coral",NA,NA,-0.235022527025476,9.26366789422785,-0.935704305242307,0.377905984688551,0.843935382292544,-5.4218638418339
"CUST_168_PI426226915",75,15,3601,"254940033_FJ854646.1","254940033_FJ854646.1_629-877","CUST_168_PI426226915","FALSE","gi|254940033_FJ854646.1_629-877","FJ854646.1","FJ854646.1","FJ854646","beta tubulin","beta tubulin","beta tubulin","","cytoskeletal","cell motility_cytokinesis_signaling","cytoskeletal organization","MF","Montastraea cavernosa","coral",NA,NA,-0.420292205491292,0.322364585125232,-0.936553037609524,0.377495823782376,0.843476832520794,-5.42113010197325
"CUST_14_PI426227884",92,8,735,"222781550_EZ010221.1","222781550_EZ010221.1_230-1609","CUST_14_PI426227884","FALSE","gi|222781550_EZ010221.1_230-1609","EZ010221.1","EZ010221.1","EZ010221","isocitrate dehydrogenase","Isocitrate dehydrogenase","Isocitrate dehydrogenase","","TCA cycle","energy production","metabolism","NCF","Acropora millepora","coral",NA,NA,-0.522779462278979,0.725498124255152,-0.93748233712813,0.377047106893679,0.843163336484508,-5.42032611832349
"CUST_1069_PI426227498",50,154,7550,"222788924_EZ017356.1","222788924_EZ017356.1_250-949","CUST_1069_PI426227498","FALSE","gi|222788924_EZ017356.1_250-949","EZ017356.1","EZ017356.1","EZ017356","sprouty homolog 2","sprouty homolog 2 (SPRY2","sprouty homolog 2 (SPRY2","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.341530292056769,0.22090879870106,-0.937267578878248,0.377150768772332,0.843163336484508,-5.42051197146351
"CUST_216_PI426246026",79,114,2814,"222789184_EZ017616.1","222789184_EZ017616.1_290-475","CUST_216_PI426246026","FALSE","gi|222789184_EZ017616.1_290-475","EZ017616.1","EZ017616.1","EZ017616","atp synthase f0 subunit 6","ATP synthase subunit a (ATPASE6)","ATP synthase subunit a (ATPASE6)","","ETC","ion transport","cellular respiration","NCF","Acropora millepora","coral",NA,NA,-0.399558683573015,0.231509359306119,-0.943323669647312,0.374235662951361,0.843159255297471,-5.41525833591389
"CUST_213_PI426266615",70,16,4339,"DQ309537_121_155","DQ309537_121_155","CUST_213_PI426266615","FALSE","","DQ309537","DQ309537.1","DQ309537","","medium chain S-acyl fatty acid synthetase thio ester hydrolase-like (ACOT2)","medium chain S-acyl fatty acid synthetase thio ester hydrolase-like (ACOT2)","","metabolism-mixed","(revisit)","metabolism","NCF","Anthopleura elegantissima","anemone",NA,NA,-0.30746640347018,0.397894049637766,-0.942610553264204,0.374578048441599,0.843159255297471,-5.41587832296792
