"","Column","Row","RefNumber","Name.Append","Name","ID","ControlType","TopHit","Correct.Accession.number","Accession","Probe","blast2go.Seq.Description","NCBI.Accession.name","Gene","Gene.Code","Probe.Group","Modified.Probe.Group","Function","FC","Species.Detail","Species.Group","X","X.1","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CUST_1182_PI426227498",59,24,6139,"222795206_EZ023594.1","222795206_EZ023594.1_271-1152","CUST_1182_PI426227498","FALSE","gi|222795206_EZ023594.1_271-1152","EZ023594.1","EZ023594.1","EZ023594","tyrosine-protein kinase src42a","Tyrosine-protein kinase STK (STK)","Tyrosine-protein kinase STK (STK)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.36217531254986,0.714928936380847,0.561126707187799,0.590700363899216,0.949767394771755,-5.49251508015654
"CUST_2_PI426266430",62,48,5635,"168989224_DQ482985.1","168989224_DQ482985.1_1-1181","CUST_2_PI426266430","FALSE","gi|168989224_DQ482985.1_1-1181","DQ482985.1","DQ482985.1","DQ482985","tnf receptor-associated factor 3","TNF receptor associated factor 3","TNF receptor associated factor 3","","apoptosis","immune response","immune response","ZOOX - immune response","Symbiodinium sp. clade C","zooxanthellae",NA,NA,-0.33477272966237,0.452329014905234,-0.560830136937285,0.590892796715869,0.949767394771755,-5.49267280058685
"CUST_261_PI426227486",52,9,7376,"222784087_EZ012745.1","222784087_EZ012745.1_67-1629","CUST_261_PI426227486","FALSE","gi|222784087_EZ012745.1_67-1629","EZ012745.1","EZ012745.1","EZ012745","mosc domain-containing protein mitochondrial precursor","MOSC domain-containing protein 1","MOSC domain-containing protein 1","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,-0.172813946729216,0.295405032626091,-0.56067494128503,0.590993510946959,0.949767394771755,-5.49275530563488
"CUST_158_PI426227498",74,39,3753,"222546486_EZ002676.1","222546486_EZ002676.1_538-1287","CUST_158_PI426227498","FALSE","gi|222546486_EZ002676.1_538-1287","EZ002676.1","EZ002676.1","EZ002676","mitogen-activated protein kinase kinase kinase 7-interacting protein 1","Mitogen-activated protein kinase kinase kinase 7-interacting protein 1 (MAP3K7IP1)","Mitogen-activated protein kinase kinase kinase 7-interacting protein 1 (MAP3K7IP1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.304486233213978,0.918188335794226,-0.559406757705154,0.591816855219438,0.949767394771755,-5.49342871686603
"CUST_141_PI426266615",45,156,8369,"AY164663_25_59","AY164663_25_59","CUST_141_PI426266615","FALSE","","AY164663","AY164663.1","AY164663","","copper/zinc superoxide dismutase CuZnSODb (SOD1)","copper/zinc superoxide dismutase CuZnSODb (SOD1)","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Anemonia viridis","anemone",NA,NA,-0.245105934102159,0.304456534902732,-0.558739295133337,0.592250447634257,0.949767394771755,-5.49378258405932
"CUST_80_PI426264540",63,159,5497,"222800597_EZ028985.1","222800597_EZ028985.1_144-764","CUST_80_PI426264540","FALSE","gi|222800597_EZ028985.1_144-764","EZ028985.1","EZ028985.1","EZ028985","cytosolic phospholipase a2","Cytosolic phospholipase A2 (PLA2G4A)","Cytosolic phospholipase A2 (PLA2G4A)","","calcium ion binding","inflammation_apoptosis_redox","signaling","MF","Acropora millepora","coral",NA,NA,-0.276515995290566,0.41096346639298,-0.558458611846987,0.592432835638797,0.949767394771755,-5.49393127823561
"CUST_231_PI426266615",75,153,3532,"DT608217_233_270","DT608217_233_270","CUST_231_PI426266615","FALSE","","DT608217","DT608217.1","DT608217","","cathepsin B (CTSB)","cathepsin B (CTSB)","","apoptosis","(revisit)","regulation of apoptosis","MF","Hydra magnipapillata","hydrozoa",NA,NA,-0.200506378773351,0.350499857808397,-0.558316311659975,0.59252531416589,0.949767394771755,-5.49400663684607
"CUST_36_PI426232940",72,109,4046,"31505720_AY289696.1","31505720_AY289696.1_88-912","CUST_36_PI426232940","FALSE","gi|31505720_AY289696.1_88-912","AY289696.1","AY289696.1","AY289696","cytochrome oxidase subunit I (cox1)","cytochrome oxidase subunit I (cox1)","cytochrome oxidase subunit I (cox1); MT-CO1","","cell respiration","ETC","cellular respiration","NCF","Symbiodinium sp.","zooxanthellae",NA,NA,-0.249628723709051,1.15974274494568,-0.558279675868645,0.592549124449751,0.949767394771755,-5.49402603540704
"CUST_302_PI426232937",90,8,1063,"FN646422.1","FN646422.1","CUST_302_PI426232937","FALSE","emb|FN646422.1|gi|306430558","FN646422.1","FN646422.1","FN646422","","protein fucoxanthin chlorophyll a c protein","light-harvesting protein","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,-0.238493613675996,0.278724654765904,-0.558160143662144,0.592626814337577,0.949767394771755,-5.4940893193407
"CUST_93_PI426246026",22,6,12216,"2827053_AF013738.1","2827053_AF013738.1_81-356","CUST_93_PI426246026","FALSE","gi|2827053_AF013738.1_81-356","AF013738","AF013738.1","AF013738","cytochrome c oxidase subunit i","cytochrome oxidase subunit I","mitochondrion cytochrome oxidase subunit I (COXI)","","ETC","respiration","cellular respiration","NCF","Montastrea faveolata","coral",NA,NA,0.263280915333905,0.807699695850515,0.557050466594659,0.593348316946541,0.949767394771755,-5.49467622552923
"CUST_96_PI426226868",78,104,2983,"222781748_EZ010419.1","222781748_EZ010419.1_278-784","CUST_96_PI426226868","FALSE","gi|222781748_EZ010419.1_278-784","EZ010419.1","EZ010419.1","EZ010419","platelet-activating factor acetylhydrolase ib subunit alpha","Lissencephaly-1 homolog A (pafah1b1a)","Lissencephaly-1 homolog A (pafah1b1a)","","cell cycle regulation","(revisit)","cell cycle regulation","NCF","Acropora millepora","coral",NA,NA,0.283932591206315,0.428989249593313,0.556827994865574,0.593493024516197,0.949767394771755,-5.4947937621762
"CUST_155_PI426227498",71,11,4259,"222546486_EZ002676.1","222546486_EZ002676.1_1118-1225","CUST_155_PI426227498","FALSE","gi|222546486_EZ002676.1_1118-1225","EZ002676.1","EZ002676.1","EZ002676","mitogen-activated protein kinase kinase kinase 7-interacting protein 1","Mitogen-activated protein kinase kinase kinase 7-interacting protein 1 (MAP3K7IP1)","Mitogen-activated protein kinase kinase kinase 7-interacting protein 1 (MAP3K7IP1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.355452152121383,0.71623691434431,0.555526765224644,0.594339804145921,0.949767394771755,-5.4954803717188
"CUST_27_PI426232931",56,12,6637,"303306195_HM147134.1","303306195_HM147134.1_1511-1711","CUST_27_PI426232931","FALSE","gi|303306195_HM147134.1_1511-1711","HM147134.1","HM147134.1","HM147134","nitrate transporter","nitrate transporter (nrt2) mRNA, partial cds","nitrate transporter (nrt2) mRNA, partial cds","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,-0.123306583979277,0.0721798126971567,-0.555412078828529,0.594414468627737,0.949767394771755,-5.4955408170626
"CUST_347_PI426266615",67,84,4797,"MGID_897_217_251","MGID_897_217_251","CUST_347_PI426266615","FALSE","","MGID_897","EZ010424.1","MGID_897","","Ribonucleoside-diphosphate reductase small chain (RNR2; RRM2)","Ribonucleoside-diphosphate reductase small chain (RNR2; RRM2)","","nucleic acid binding","(revisit)","nucleic acid modification","NCF","Acropora millepora","coral",NA,NA,-0.219560861458051,0.305639751876928,-0.555398195228119,0.594423507642683,0.949767394771755,-5.49554813362637
"CUST_78_PI426266274",59,89,6188,"222785006_EZ013640.1","222785006_EZ013640.1_821-937","CUST_78_PI426266274","FALSE","gi|222785006_EZ013640.1_821-937","EZ013640.1","EZ013640.1","EZ013640","catalase","Catalase (cat)","Catalase (cat)","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,-0.263419540674837,0.374526503617993,-0.555208650939909,0.594546919348718,0.949767394771755,-5.49564800548573
"CUST_1270_PI426227498",52,108,7245,"222797238_EZ025626.1","222797238_EZ025626.1_69-203","CUST_1270_PI426227498","FALSE","gi|222797238_EZ025626.1_69-203","EZ025626.1","EZ025626.1","EZ025626","wnt oncogene analog 5","Wnt-5 (Wnt5","Wnt-5 (Wnt5","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.183637249804255,0.187283750365981,0.55517916682795,0.594566117632241,0.949767394771755,-5.49566353801844
"CUST_131_PI426266271",53,55,7189,"222785034_EZ013668.1","222785034_EZ013668.1_73-997","CUST_131_PI426266271","FALSE","gi|222785034_EZ013668.1_73-997","EZ013668.1","EZ013668.1","EZ013668","RING finger protein 11","RING finger protein 11 (Rnf11)","RING finger protein 11 (Rnf11)","","protein ubiquitination","zinc ion binding_inflammation","signaling","MF","Acropora millepora","coral",NA,NA,0.183637249804255,0.187283750365981,0.55517916682795,0.594566117632241,0.949767394771755,-5.49566353801844
"CUST_151_PI426264540",66,14,4996,"222783868_EZ012528.1","222783868_EZ012528.1_17-463","CUST_151_PI426264540","FALSE","gi|222783868_EZ012528.1_17-463","EZ012528.1","EZ012528.1","EZ012528","zinc fyve domain containing 21","Zinc finger FYVE domain-containing protein 21 (ZFYVE21","Zinc finger FYVE domain-containing protein 21 (ZFYVE21","","cell adhesion","metal ion binding","cell motility","MF","Acropora millepora","coral",NA,NA,0.183637249804255,0.187283750365981,0.55517916682795,0.594566117632241,0.949767394771755,-5.49566353801844
"CUST_18_PI426226978",80,159,2709,"222550908_EZ006821.1","222550908_EZ006821.1_19-132","CUST_18_PI426226978","FALSE","gi|222550908_EZ006821.1_19-132","EZ006821.1","EZ006821.1","EZ006821","dna photolyase","Deoxyribodipyrimidine photo-lyase (PHR)","Deoxyribodipyrimidine photo-lyase (PHR)","","DNA damage repair","repair of UV radiation-induced DNA damage","DNA repair","SR","Acropora millepora","coral",NA,NA,0.183637249804255,0.187283750365981,0.555179166827951,0.594566117632241,0.949767394771755,-5.49566353801844
"CUST_12_PI426226978",73,109,3882,"222784408_EZ013064.1","222784408_EZ013064.1_139-360","CUST_12_PI426226978","FALSE","gi|222784408_EZ013064.1_139-360","EZ013064.1","EZ013064.1","EZ013064","dna repair protein xrcc1","DNA repair protein XRCC1 (Xrcc1)","DNA repair protein XRCC1 (Xrcc1)","","DNA damage repair","DNA binding","DNA repair","SR","Acropora millepora","coral",NA,NA,-0.21779960790997,0.26575473291344,-0.554104239985391,0.595266278530291,0.949767394771755,-5.49622930615335
"CUST_6_PI426266594",70,74,4310,"75858832_DQ144984.1","75858832_DQ144984.1_56-583","CUST_6_PI426266594","FALSE","gi|75858832_DQ144984.1_56-583","DQ144984.1","DQ144984.1","DQ144984","","ubiquitin c (ubc)","ubiquitin c (ubc)","","protein ubiquitination","DNA repair_apoptosis_Circadian Clock_immune response","protein modification","ZOOX - protein modification","Symbiodinium sp. clade C","zooxanthellae",NA,NA,-0.313767865868774,1.07329221782911,-0.553377116432075,0.595740152481161,0.949767394771755,-5.49661144648983
"CUST_799_PI426227498",72,83,4059,"222784673_EZ013313.1","222784673_EZ013313.1_772-951","CUST_799_PI426227498","FALSE","gi|222784673_EZ013313.1_772-951","EZ013313.1","EZ013313.1","EZ013313","dual specificity phosphatase 12","Dual specificity protein phosphatase 12 (Dusp12)","Dual specificity protein phosphatase 12 (Dusp12)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.303426136560995,0.625864823331316,-0.553195405332209,0.595858607866173,0.949767394771755,-5.49670687330056
"CUST_78_PI426266424",75,19,3599,"222784752_EZ013388.1","222784752_EZ013388.1_216-830","CUST_78_PI426266424","FALSE","gi|222784752_EZ013388.1_216-830","EZ013388.1","EZ013388.1","EZ013388","mitochondrial carrier homolog 2 ( elegans)","Mitochondrial carrier homolog 2 (MTCH2)","Mitochondrial carrier homolog 2 (MTCH2)","","transport","mitochondrial membrane transport_integral to membrane","transport","NCF","Acropora millepora","coral",NA,NA,0.301178345855898,0.456062001759424,0.55242065925807,0.596363801158476,0.949767394771755,-5.49711341509052
"CUST_380_PI426227498",90,1,1148,"222779661_EZ008332.1","222779661_EZ008332.1_920-1054","CUST_380_PI426227498","FALSE","gi|222779661_EZ008332.1_920-1054","EZ008332.1","EZ008332.1","EZ008332","mitogen-activated protein kinase kinase kinase 10","Mitogen-activated protein kinase kinase kinase 10 (Map3k10)","Mitogen-activated protein kinase kinase kinase 10 (Map3k10)","","signal transduction","apoptosis_signaling_JUN pathway","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,-0.249160589487801,0.538872489737907,-0.552368544406242,0.596397792441332,0.949767394771755,-5.49714074325127
"CUST_69_PI426266271",64,91,5367,"222782518_EZ011189.1","222782518_EZ011189.1_261-488","CUST_69_PI426266271","FALSE","gi|222782518_EZ011189.1_261-488","EZ011189.1","EZ011189.1","EZ011189","RING finger protein 168","RING finger protein 168 (RNF168)","RING finger protein 168 (RNF168)","","protein ubiquitination","DNA damage_cell cycle regulation","DNA repair","MF","Acropora millepora","coral",NA,NA,0.164494265694368,0.247355227994931,0.552199869012727,0.596507816222349,0.949767394771755,-5.49722917766449
"CUST_4_PI426267032",56,157,6646,"133856041_EF133953.1","133856041_EF133953.1_75-686","CUST_4_PI426267032","FALSE","gi|133856041_EF133953.1_75-686","EF133953.1","EF133953.1","EF133953","proliferating cell nuclear antigen","Proliferating cell nuclear antigen  (PCNA) ","Proliferating cell nuclear antigen  (PCNA) ","","DNA replication","replication_DNA repair","DNA replication","ZOOX - DNA replication","Symbiodinium pilosum","zooxanthellae",NA,NA,0.223625666017329,0.37497420988173,0.5512754519609,0.597110993824319,0.949767394771755,-5.4977133996233
"CUST_60_PI426266349",87,71,1605,"222547983_EZ003896.1","222547983_EZ003896.1_18-173","CUST_60_PI426266349","FALSE","gi|222547983_EZ003896.1_18-173","EZ003896.1","EZ003896.1","EZ003896","a disintegrin and metalloproteinase with thrombospondin motifs 16","A disintegrin and metalloproteinase with thrombospondin motifs 16 (ADAMTS16)","A disintegrin and metalloproteinase with thrombospondin motifs 16 (ADAMTS16)","","proteolysis","(revisit)","proteolysis","MF","Acropora millepora","coral",NA,NA,-0.246456829006009,0.492489292146371,-0.550781532444495,0.597433410928841,0.949767394771755,-5.49797181721692
"CUST_6_PI426232934",54,5,7050,"62767032_AY916504.1","62767032_AY916504.1_1982-2308","CUST_6_PI426232934","FALSE","gi|62767032_AY916504.1_1982-2308","AY916504.1","AY916504.1","AY916504","","superoxide dismutase","superoxide dismutase","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Symbiodinium sp.","zooxanthellae",NA,NA,0.252357647015265,0.480344860817427,0.550680025613462,0.597499683618785,0.949767394771755,-5.49802489912905
"CUST_9_PI426227495",81,70,2508,"222781655_EZ010326.1","222781655_EZ010326.1_60-479","CUST_9_PI426227495","FALSE","gi|222781655_EZ010326.1_60-479","EZ010326.1","EZ010326.1","EZ010326","ribosomal protein s12","40S ribosomal protein S12 (RPS12)","40S ribosomal protein S12 (RPS12)","","ribosomal","(revisit)","translation","NCF","Acropora millepora","coral",NA,NA,0.108394793786726,11.6839744932149,0.550386205420024,0.597691538283141,0.949767394771755,-5.49817849882911
"CUST_142_PI426266349",87,133,1574,"222787912_EZ016384.1","222787912_EZ016384.1_59-553","CUST_142_PI426266349","FALSE","gi|222787912_EZ016384.1_59-553","EZ016384.1","EZ016384.1","EZ016384","calpain 5","Calpain-5 (CAPN5)","Calpain-5 (CAPN5)","","signal transduction","cell differentiation","signaling","MF","Acropora millepora","coral",NA,NA,0.165919920500114,0.295019439286784,0.549897634998107,0.598010632956439,0.949767394771755,-5.49843374167405
"CUST_171_PI426266274",53,43,7195,"222801996_EZ030384.1","222801996_EZ030384.1_1387-1656","CUST_171_PI426266274","FALSE","gi|222801996_EZ030384.1_1387-1656","EZ030384.1","EZ030384.1","EZ030384","glucose-6-phosphate dehydrogenase","Glucose-6-phosphate 1-dehydrogenase (g6pd)","Glucose-6-phosphate 1-dehydrogenase (g6pd)","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,0.3284489933797,0.704082909454834,0.549876573388783,0.598024390792308,0.949767394771755,-5.49844474018616
"CUST_90_PI426246026",92,70,704,"2827053_AF013738.1","2827053_AF013738.1_411-686","CUST_90_PI426246026","FALSE","gi|2827053_AF013738.1_411-686","AF013738","AF013738.1","AF013738","cytochrome c oxidase subunit i","cytochrome oxidase subunit I","mitochondrion cytochrome oxidase subunit I (COXI)","","ETC","respiration","cellular respiration","NCF","Montastrea faveolata","coral",NA,NA,-0.35239286134536,2.42062519914744,-0.549533157556108,0.598248740857751,0.949767394771755,-5.49862401984821
"CUST_172_PI426265159",83,29,2282,"222796763_EZ025151.1","222796763_EZ025151.1_70-756","CUST_172_PI426265159","FALSE","gi|222796763_EZ025151.1_70-756","EZ025151.1","EZ025151.1","EZ025151","3-mercaptopyruvate sulfurtransferase","Thiosulfate sulfurtransferase (TST)","Thiosulfate sulfurtransferase (TST)","","metabolism-mixed","(revisit)","metabolism","MF","Acropora millepora","coral",NA,NA,0.245105934102159,0.602754096864769,0.548912074812177,0.598654604818168,0.949767394771755,-5.49894799483807
"CUST_42_PI426266424",35,9,10164,"222781356_EZ010027.1","222781356_EZ010027.1_57-581","CUST_42_PI426266424","FALSE","gi|222781356_EZ010027.1_57-581","EZ010027.1","EZ010027.1","EZ010027","protein yipf5","YIPF5 (yipf5)","YIPF5 (yipf5)","","transport","ER-Golgi transport ","transport","NCF","Acropora millepora","coral",NA,NA,0.334810874774519,0.82168240894495,0.548159725832616,0.599146449959319,0.949767394771755,-5.49933999316103
"CUST_71_PI426227884",47,136,8051,"222799375_EZ027763.1","222799375_EZ027763.1_175-1152","CUST_71_PI426227884","FALSE","gi|222799375_EZ027763.1_175-1152","EZ027763.1","EZ027763.1","EZ027763","isocitrate dehydrogenase 3 (nad+) gamma","Isocitrate dehydrogenase","Isocitrate dehydrogenase","","TCA cycle","energy production","metabolism","NCF","Acropora millepora","coral",NA,NA,0.273080071949234,0.41558923925332,0.548106566829628,0.599181210794115,0.949767394771755,-5.49936767212265
"CUST_6_PI426227884",87,21,1630,"222781550_EZ010221.1","222781550_EZ010221.1_1021-1209","CUST_6_PI426227884","FALSE","gi|222781550_EZ010221.1_1021-1209","EZ010221.1","EZ010221.1","EZ010221","isocitrate dehydrogenase","Isocitrate dehydrogenase","Isocitrate dehydrogenase","","TCA cycle","energy production","metabolism","NCF","Acropora millepora","coral",NA,NA,0.12362068592821,0.693288425075879,0.548002970472229,0.599248955934594,0.949767394771755,-5.49942160587222
"CUST_267_PI426266615",76,31,3429,"MGID_10_129_163","MGID_10_129_163","CUST_267_PI426266615","FALSE","","MGID_10","XM_001698484","MGID_10","","peptidyl-prolyl cis-trans isomerase, cyclophilin-type (PPIL4)","peptidyl-prolyl cis-trans isomerase, cyclophilin-type (PPIL4)","","protein modification","(revisit)","protein modification","MF","Acropora millepora","coral",NA,NA,0.322287661966601,0.764300231174082,0.547745266569051,0.599417495324733,0.949767394771755,-5.49955572974527
"CUST_35_PI426266278",88,115,1419,"222785819_EZ014301.1","222785819_EZ014301.1_40-1167","CUST_35_PI426266278","FALSE","gi|222785819_EZ014301.1_40-1167","EZ014301.1","EZ014301.1","EZ014301","peroxisomal biogenesis factor 16","Peroxisomal membrane protein PEX16 (PEX16)","Peroxisomal membrane protein PEX16 (PEX16)","","peroxisomal","protein binding_peroxisome biogenesis","transport","MF","Acropora millepora","coral",NA,NA,0.21781334943326,0.411190022169466,0.547703567906312,0.599444768850718,0.949767394771755,-5.49957742669036
"CUST_3_PI426266311",94,25,480,"222547239_EZ003152.1","222547239_EZ003152.1_154-255","CUST_3_PI426266311","FALSE","gi|222547239_EZ003152.1_154-255","EZ003152.1","EZ003152.1","EZ003152","g protein coupled receptor 98-like protein","G-protein coupled receptor 98 (gpr98)","G-protein coupled receptor 98 (gpr98)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.205542623413057,1.30336427265438,0.547532545091253,0.599556635525271,0.949767394771755,-5.4996663986821
"CUST_33_PI426266366",91,108,849,"222785330_EZ013964.1","222785330_EZ013964.1_239-427","CUST_33_PI426266366","FALSE","gi|222785330_EZ013964.1_239-427","EZ013964.1","EZ013964.1","EZ013964","atp-dependent rna helicase abstrakt","ATP-dependent RNA helicase abstrakt (abs)","ATP-dependent RNA helicase DDX41","","RNA binding","apoptosis_multicellular organism development","translation","NCF","Acropora millepora","coral",NA,NA,0.168852809162256,0.216354665663395,0.547505189385766,0.59957453005355,0.949767394771755,-5.49968062770805
"CUST_52_PI426266271",91,132,837,"222781877_EZ010548.1","222781877_EZ010548.1_323-883","CUST_52_PI426266271","FALSE","gi|222781877_EZ010548.1_323-883","EZ010548.1","EZ010548.1","EZ010548","rna binding homolog 2","Double-stranded RNA-binding protein Staufen homolog 2 (stau2)","Double-stranded RNA-binding protein Staufen homolog 2 (stau2)","","RNA binding","RNA transport","transport","NCF","Acropora millepora","coral",NA,NA,-0.123306583979277,0.336995315403778,-0.547297047570022,0.599710693998602,0.949767394771755,-5.4997888710234
"CUST_1398_PI426227498",26,70,11528,"222801268_EZ029656.1","222801268_EZ029656.1_145-1299","CUST_1398_PI426227498","FALSE","gi|222801268_EZ029656.1_145-1299","EZ029656.1","EZ029656.1","EZ029656","g protein-coupled receptor 143","G-protein coupled receptor 143 (GPR143)","G-protein coupled receptor 143 (GPR143)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.287800849673645,0.617614054959507,-0.54727765556659,0.599723380880104,0.949767394771755,-5.49979895383826
"CUST_3_PI426266427",94,59,463,"222789106","222789106","CUST_3_PI426266427","FALSE","gi|222789106","EZ017538.1","EZ017538.1","EZ017538","gag-pol polyprotein","pol polyprotein","Gag-pol polyprotein","","viral infection","viral replication","viral infection","SR","Acropora millepora","coral",NA,NA,0.23685409059467,0.351160327888928,0.547218563325763,0.599762041855674,0.949767394771755,-5.49982967665745
"CUST_51_PI426227893",83,117,2238,"222780930_EZ009601.1","222780930_EZ009601.1_82-366","CUST_51_PI426227893","FALSE","gi|222780930_EZ009601.1_82-366","EZ009601.1","EZ009601.1","EZ009601","zinc finger protein ccch domain-containing","RING finger protein unkempt homolog (UNK)","RING finger protein unkempt homolog (UNK)","","protein ubiquitination","zinc ion binding","protein modification","MF","Acropora millepora","coral",NA,NA,0.137014576983153,3.1153238150935,0.547023749594562,0.599889507965355,0.949767394771755,-5.49993094132156
"CUST_162_PI426232937",62,115,5683,"AY149159.1","AY149159.1","CUST_162_PI426232937","FALSE","gb|AY149159.1|gi|23986557","AY149159.1","AY149159.1","AY149159","","peridinin chlorophyll-a binding protein apoprotein precursor","peridinin chlorophyll-a binding protein apoprotein (pcp)","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium pulchrorum","zooxanthellae",NA,NA,0.271651772604506,0.56074449869689,0.571173932206831,0.584201720335806,0.947889158527522,-5.48712700101933
"CUST_192_PI426227893",92,136,671,"222796822_EZ025210.1","222796822_EZ025210.1_862-984","CUST_192_PI426227893","FALSE","gi|222796822_EZ025210.1_862-984","EZ025210.1","EZ025210.1","EZ025210","transcriptional repressor protein yy1","Transcriptional repressor protein YY1 (YY1","Transcriptional repressor protein YY1 (YY1","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,-0.21779960790997,0.6645204214829,-0.571642526884282,0.583899609356749,0.947816611518941,-5.48687358406833
"CUST_42_PI426227486",75,24,3515,"222548654_EZ004567.1","222548654_EZ004567.1_11-202","CUST_42_PI426227486","FALSE","gi|222548654_EZ004567.1_11-202","EZ004567.1","EZ004567.1","EZ004567","rcc2 protein","RCC2 (RCC2","RCC2 (RCC2","","misc","cell division_mitosis","misc (fix)","misc","Acropora millepora","coral",NA,NA,-0.307964141618306,0.666485542403984,-0.571600278584191,0.583926843959095,0.947816611518941,-5.48689643977478
"CUST_67_PI426226915",89,141,1242,"222546088_EZ002278.1","222546088_EZ002278.1_38-520","CUST_67_PI426226915","FALSE","gi|222546088_EZ002278.1_38-520","EZ002278.1","EZ002278.1","EZ002278","collagen alpha-2 chain precursor","Collagen alpha-2(I) chain (COL1A2)","Collagen alpha-2(I) chain (COL1A2)","","cytoskeletal","protein binding","cytoskeletal organization","MF","Acropora millepora","coral",NA,NA,-0.316297557207367,0.796542755940982,-0.572919026795105,0.58307707315259,0.947369153336138,-5.48618229330858
"CUST_50_PI426227495",11,85,14062,"222786780_EZ015252.1","222786780_EZ015252.1_144-791","CUST_50_PI426227495","FALSE","gi|222786780_EZ015252.1_144-791","EZ015252.1","EZ015252.1","EZ015252","ribosomal protein s6","40S ribosomal protein S6 (RPS6)","40S ribosomal protein S6 (RPS6)","","ribosomal","(revisit)","translation","NCF","Acropora millepora","coral",NA,NA,0.215413541726763,0.301065037045243,0.572742062397395,0.583191064523339,0.947369153336138,-5.48627821226016
"CUST_10_PI426232937",57,102,6428,"60222981_AB158781.1","60222981_AB158781.1_77-1042","CUST_10_PI426232937","FALSE","gi|60222981_AB158781.1_77-1042","AB158781.1","AB158781.1","AB158781","","photosystem ii cp43 protein","psbC mRNA for photosystem II","","photosynthesis","response to light","photosynthesis","ZOOX - photosynthesis","Symbiodinium sp.","zooxanthellae",NA,NA,0.381735828231132,1.8354720640642,0.577270625577876,0.580277943276262,0.946832691493778,-5.48381516627799
"CUST_24_PI426266271",57,117,6502,"222547484_EZ003397.1","222547484_EZ003397.1_97-231","CUST_24_PI426266271","FALSE","gi|222547484_EZ003397.1_97-231","EZ003397.1","EZ003397.1","EZ003397","RING finger protein 41","RING finger Protein 41 (RNF41)","RING finger Protein 41 (RNF41)","","protein ubiquitination","zinc ion binding","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,-0.209533086757829,0.288344201815733,-0.577057832618577,0.580414643966933,0.946832691493778,-5.48393129630591
"CUST_39_PI426227498",94,76,373,"222545000_EZ001190.1","222545000_EZ001190.1_75-275","CUST_39_PI426227498","FALSE","gi|222545000_EZ001190.1_75-275","EZ001190.1","EZ001190.1","EZ001190","serine threonine-protein kinase smg1","Serine/threonine-protein kinase SMG1","Serine/threonine-protein kinase SMG1","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.175186271389133,0.186590092251005,0.576760479467237,0.580605697574363,0.946832691493778,-5.48409350936924
"CUST_628_PI426227498",93,51,631,"222783088_EZ011757.1","222783088_EZ011757.1_112-852","CUST_628_PI426227498","FALSE","gi|222783088_EZ011757.1_112-852","EZ011757.1","EZ011757.1","EZ011757","adenylate cyclase 3","Adenylate cyclase type 3 (Adcy3)","Adenylate cyclase type 3 (Adcy3)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.232610514168082,0.482054286000741,0.576495019265244,0.580776289501917,0.946832691493778,-5.48423826005697
"CUST_93_PI426227486",94,125,430,"222551300_EZ007213.1","222551300_EZ007213.1_107-214","CUST_93_PI426227486","FALSE","gi|222551300_EZ007213.1_107-214","EZ007213.1","EZ007213.1","EZ007213","signal-induced proliferation-associated 1-like protein 2","Signal-induced proliferation-associated 1-like protein 2 (Sipa1l2","Signal-induced proliferation-associated 1-like protein 2 (Sipa1l2","","misc","GTPase activation","signaling","MF","Acropora millepora","coral",NA,NA,0.277460879962396,0.576438113548695,0.576001964031423,0.581093215220441,0.946832691493778,-5.48450695392644
