"","Column","Row","RefNumber","Name.Append","Name","ID","ControlType","TopHit","Correct.Accession.number","Accession","Probe","blast2go.Seq.Description","NCBI.Accession.name","Gene","Gene.Code","Probe.Group","Modified.Probe.Group","Function","FC","Species.Detail","Species.Group","X","X.1","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CUST_1135_PI426227498",94,111,437,"222791089_EZ019477.1","222791089_EZ019477.1_30-982","CUST_1135_PI426227498","FALSE","gi|222791089_EZ019477.1_30-982","EZ019477.1","EZ019477.1","EZ019477","hormonally up-regulated neu tumor-associated kinase","Hormonally up-regulated neu tumor-associated kinase (HUNK)","Hormonally up-regulated neu tumor-associated kinase (HUNK)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.289501136456013,0.351319661244243,-0.90580552421352,0.392566088794836,0.823948600232995,-5.49725382870616
"CUST_65_PI426266311",27,117,11422,"222796418_EZ024806.1","222796418_EZ024806.1_205-606","CUST_65_PI426266311","FALSE","gi|222796418_EZ024806.1_205-606","EZ024806.1","EZ024806.1","EZ024806","ras-related protein rab-27a","Ras-related protein Rab-27A (Rab27a)","Ras-related protein Rab-27A (Rab27a)","","transport","exocytosis","immune response","SR","Acropora millepora","coral",NA,NA,0.481087785971089,0.78762261051289,0.907690337662723,0.391629784249443,0.823437431039364,-5.49564886353991
"CUST_41_PI426227884",64,105,5360,"222782932_EZ011603.1","222782932_EZ011603.1_98-1249","CUST_41_PI426227884","FALSE","gi|222782932_EZ011603.1_98-1249","EZ011603.1","EZ011603.1","EZ011603","malate dehydrogenase nad","malate dehydrogenase 1B","malate dehydrogenase 1B","","metabolism-mixed","TCA cycle","metabolism","NCF","Acropora millepora","coral",NA,NA,0.483580961920323,0.371074214294615,0.907493825694262,0.391727327733123,0.823437431039364,-5.49581632154966
"CUST_265_PI426227486",82,43,2439,"222784147_EZ012805.1","222784147_EZ012805.1_180-491","CUST_265_PI426227486","FALSE","gi|222784147_EZ012805.1_180-491","EZ012805.1","EZ012805.1","EZ012805","f-box and leucine-rich repeat protein 20","F-box/LRR-repeat protein 20 (Fbxl20)","F-box/LRR-repeat protein 20 (Fbxl20)","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,-0.394747132847184,0.244975026588619,-0.9066979041324,0.392122584329333,0.823437431039364,-5.49649427416876
"CUST_722_PI426227498",87,53,1614,"222783902_EZ012562.1","222783902_EZ012562.1_623-1376","CUST_722_PI426227498","FALSE","gi|222783902_EZ012562.1_623-1376","EZ012562.1","EZ012562.1","EZ012562","tnf receptor-associated factor 4","TNF receptor-associated factor 4 (TRAF4)","TNF receptor-associated factor 4 (TRAF4)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.394747132847184,0.244975026588619,-0.9066979041324,0.392122584329333,0.823437431039364,-5.49649427416876
"CUST_219_PI426227893",87,134,1492,"222802488_EZ030876.1","222802488_EZ030876.1_662-814","CUST_219_PI426227893","FALSE","gi|222802488_EZ030876.1_662-814","EZ030876.1","EZ030876.1","EZ030876","zinc finger protein dpf3-like","Zinc finger protein DPF3 (DPF3","Zinc finger protein DPF3 (DPF3","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,-0.35143935976414,0.834126188892672,-0.908763662993532,0.391097326544978,0.822963102050188,-5.49473372170933
"CUST_378_PI426227486",91,96,855,"222789319_EZ017751.1","222789319_EZ017751.1_26-445","CUST_378_PI426227486","FALSE","gi|222789319_EZ017751.1_26-445","EZ017751.1","EZ017751.1","EZ017751","suppressor of cytokine signaling 5","Suppressor of cytokine signaling 5 (Socs5","Suppressor of cytokine signaling 5 (Socs5","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.531831883338637,0.632907967118394,0.909365281344267,0.390799106003988,0.822755991065655,-5.49422039429466
"CUST_1_PI426244593",36,97,9956,"222781761_EZ010432.1","222781761_EZ010432.1_1069-1458","CUST_1_PI426244593","FALSE","gi|222781761_EZ010432.1_1069-1458","EZ010432.1","EZ010432.1","EZ010432","lactate dehydrogenase d","D-lactate dehydrogenase","D-lactate dehydrogenase (LDHD)","","glycolysis","mitochondrial dehydrogenase","metabolism","NCF","Acropora millepora","coral",NA,NA,-0.385366292898458,0.599383976076936,-0.909770322049131,0.390598422195922,0.822754118978419,-5.49387464446393
"CUST_284_PI426266615",72,23,4089,"MGID_192_121_155","MGID_192_121_155","CUST_284_PI426266615","FALSE","","MGID_192","EU747061.1","MGID_192","","Glutathione S-transferase mu5","Glutathione S-transferase mu5","","reactive O2 species metabolism","metabolism of xenobiotics & drugs","response to xenobiotic","SR","Montastraea faveolata","coral",NA,NA,0.515200725016402,1.07932820226693,0.910656898642828,0.390159417096096,0.822249989560759,-5.4931174228314
"CUST_637_PI426227498",60,73,6032,"222783213_EZ011882.1","222783213_EZ011882.1_28-1191","CUST_637_PI426227498","FALSE","gi|222783213_EZ011882.1_28-1191","EZ011882.1","EZ011882.1","EZ011882","mitogen-activated protein kinase kinase 1","Dual specificity mitogen-activated protein kinase kinase 2 (MAP2K2)","Dual specificity mitogen-activated protein kinase kinase 2 (MAP2K2)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.233684910761182,5.48531113307735,0.911466620746965,0.389758783708859,0.821826252592463,-5.4924253336061
"CUST_11_PI426264527",59,130,6086,"222797612_EZ026000.1","222797612_EZ026000.1_103-264","CUST_11_PI426264527","FALSE","gi|222797612_EZ026000.1_103-264","EZ026000.1","EZ026000.1","EZ026000","adenosine a2a receptor","Adenosine receptor A2a (Adora2a)","Adenosine receptor A2a (Adora2a)","","G protein-coupled receptor","response to stimulus_apoptosis_inflammation","signaling","MF","Acropora millepora","coral",NA,NA,-0.252386066183207,0.128269823153781,-0.91196025963143,0.389514689525282,0.821732321447292,-5.49200317025616
"CUST_465_PI426227498",84,47,2109,"222781456_EZ010127.1","222781456_EZ010127.1_144-1190","CUST_465_PI426227498","FALSE","gi|222781456_EZ010127.1_144-1190","EZ010127.1","EZ010127.1","EZ010127","guanine nucleotide binding protein (g protein) beta polypeptide 1","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (gnb1)","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (gnb1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.330366154482708,1.86764393646177,-0.912949954508607,0.389025643418141,0.821121270935881,-5.49115623332862
"CUST_222_PI426266615",92,87,777,"DQ309546_134_168","DQ309546_134_168","CUST_222_PI426266615","FALSE","","DQ309546","DQ309546.1","DQ309546","","collagen alpha-1 chain, type XII-like (COL12A1)","collagen alpha-1 chain, type XII-like (COL12A1)","","growth and development","(revisit)","growth and development","NCF","Anthopleura elegantissima","anemone",NA,NA,0.277992105593028,0.332754400213016,0.913449404470266,0.388779017047804,0.821021534463003,-5.49072855121966
"CUST_74_PI426266274",62,26,5646,"222782619_EZ011290.1","222782619_EZ011290.1_69-810","CUST_74_PI426266274","FALSE","gi|222782619_EZ011290.1_69-810","EZ011290.1","EZ011290.1","EZ011290","nei endonuclease viii-like 1 ( coli)","Endonuclease VIII-like 1 (Neil1)","Endonuclease VIII-like 1 (Neil1)","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,0.418287603890161,0.440990340797083,0.914291083405858,0.388363658860958,0.820699880326577,-5.49000739917458
"CUST_20_PI426244597",66,7,5081,"222784716_EZ013354.1","222784716_EZ013354.1_98-400","CUST_20_PI426244597","FALSE","gi|222784716_EZ013354.1_98-400","EZ013354.1","EZ013354.1","EZ013354","transport protein sec61 subunit alpha 2","Protein transport protein Sec61 subunit alpha isoform 2 (Sec61a2)","Protein transport protein Sec61 subunit alpha isoform 2 (Sec61a2)","","protein transport","autophagy_phagocytosis","protein transport","NCF","Acropora millepora","coral",NA,NA,-0.481645611949505,0.476753871340782,-0.914161859410919,0.388427408148737,0.820699880326577,-5.49011815254048
"CUST_1243_PI426227498",89,50,1206,"222796735_EZ025123.1","222796735_EZ025123.1_36-419","CUST_1243_PI426227498","FALSE","gi|222796735_EZ025123.1_36-419","EZ025123.1","EZ025123.1","EZ025123","ras-related protein rab-","Ras-related protein Rab-3 (Rab3)","Ras-related protein Rab-3 (Rab3)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.412054103507092,0.30435479515504,-0.915448036039876,0.387793248475192,0.820201642126781,-5.48901526609979
"CUST_161_PI426266615",87,159,1561,"AY836663_217_251","AY836663_217_251","CUST_161_PI426266615","FALSE","","AY836663","AY836663.1","AY836663","","glutathione peroxidase","glutathione peroxidase","","reactive O2 species metabolism","oxidoreductase","oxidative stress","SR","Aurelia aurita","jellyfish",NA,NA,0.417893349408883,0.369184545610596,0.915914002475953,0.387563687648148,0.820137341076606,-5.4886154021757
"CUST_259_PI426232940",89,13,1306,"288950304_GQ501375.1","288950304_GQ501375.1_22-489","CUST_259_PI426232940","FALSE","gi|288950304_GQ501375.1_22-489","GQ501375.1","GQ501375.1","GQ501375","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (MT-CO1)","","ETC","respiration","cellular respiration","NCF","Symbiodinium sp. clade F","zooxanthellae",NA,NA,-0.250463600439208,5.24909192397141,-0.917687848895356,0.3866907059516,0.820061772729164,-5.48709173048561
"CUST_125_PI426266615",88,12,1389,"AF507185_15_52","AF507185_15_52","CUST_125_PI426266615","FALSE","","AF507185","AF507185.1","AF507185","","calmodulin","calmodulin","","calcium signaling","calcium ion binding","signaling","MF","Acropora sp.","coral",NA,NA,-0.394747132847184,0.239944900106004,-0.917402537518675,0.386831021638221,0.820061772729164,-5.48733695945267
"CUST_195_PI426264540",63,124,5433,"222795350_EZ023738.1","222795350_EZ023738.1_511-1316","CUST_195_PI426264540","FALSE","gi|222795350_EZ023738.1_511-1316","EZ023738.1","EZ023738.1","EZ023738","lipopolysaccharide binding protein","Lipopolysaccharide-binding protein (LBP)","Lipopolysaccharide-binding protein (LBP)","","cell surface signaling","response to bacteria","immune response","MF","Acropora millepora","coral",NA,NA,0.488910467463962,0.718237144882023,0.917123554272647,0.386968261339028,0.820061772729164,-5.48757669130137
"CUST_966_PI426227498",69,153,4516,"222785811_EZ014293.1","222785811_EZ014293.1_64-1033","CUST_966_PI426227498","FALSE","gi|222785811_EZ014293.1_64-1033","EZ014293.1","EZ014293.1","EZ014293","insulin-induced gene 2 protein","Insulin-induced gene 2 protein (INSIG2","Insulin-induced gene 2 protein (INSIG2","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.351326869086689,0.616104571806871,0.916644952036196,0.387203782559578,0.820061772729164,-5.48798782322452
"CUST_57_PI426266424",42,149,8946,"222783589_EZ012252.1","222783589_EZ012252.1_1777-1881","CUST_57_PI426266424","FALSE","gi|222783589_EZ012252.1_1777-1881","EZ012252.1","EZ012252.1","EZ012252","vacuolar-sorting protein snf8","Vacuolar-sorting protein SNF8 (SNF8)","Vacuolar-sorting protein SNF8 (SNF8)","","endocytosis","protein transport_signaling","transcription","NCF","Acropora millepora","coral",NA,NA,-0.467364588385585,1.15073927394038,-0.916470979028302,0.387289421153665,0.820061772729164,-5.48813722876747
"CUST_79_PI426232940",72,42,3998,"32454980_AY314973.1","32454980_AY314973.1_63-1328","CUST_79_PI426232940","FALSE","gi|32454980_AY314973.1_63-1328","AY314973.1","AY314973.1","AY314973","glyceraldehyde-3-phosphate dehydrogenase","Glyceraldehyde-3-Phosphate Dehydrogenase (GAPDH)","Glyceraldehyde-3-Phosphate Dehydrogenase (GAPDH)","","glycolysis","metabolism","regulation of apoptosis","MF","Symbiodinium muscatinei","zooxanthellae",NA,NA,0.327952344905934,6.467371141973,0.916390917443844,0.38732883631817,0.820061772729164,-5.48820597701773
"CUST_65_PI426266615",79,99,2903,"Ac_23_101_135","Ac_23_101_135","CUST_65_PI426266615","FALSE","","Ac_23","EZ011942","Ac_23","","SH3 domain-binding glutamic acid-rich-like protein 3 (Sh3bgrl3)","SH3 domain-binding glutamic acid-rich-like protein 3 (Sh3bgrl3)","","reactive O2 species metabolism","(revisit)","oxidative stress","SR","Acropora millepora","coral",NA,NA,0.389027202156893,0.296273157026674,0.919118393640056,0.385987730368553,0.819751146806447,-5.48586125408745
"CUST_222_PI426227486",82,128,2315,"222783343_EZ012008.1","222783343_EZ012008.1_7-458","CUST_222_PI426227486","FALSE","gi|222783343_EZ012008.1_7-458","EZ012008.1","EZ012008.1","EZ012008","germ cell-less 1","Germ cell-less protein-like 1 (Gmcl1)","Germ cell-less protein-like 1 (Gmcl1)","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.464194730731773,0.74467789029165,0.923665846435579,0.383759339575237,0.81915031038766,-5.48193978873887
"CUST_87_PI426226915",41,76,9065,"222551404_EZ007317.1","222551404_EZ007317.1_27-164","CUST_87_PI426226915","FALSE","gi|222551404_EZ007317.1_27-164","EZ007317.1","EZ007317.1","EZ007317","intraflagellar transport protein 172 homolog","Intraflagellar transport protein 122  homolog (IFT122)","Intraflagellar transport protein 122  homolog (IFT122)","","cytoskeletal","cilia formation","growth and development","NCF","Acropora millepora","coral",NA,NA,0.253472266669356,0.119409813892471,0.923178934504234,0.383997487066174,0.81915031038766,-5.48236039987407
"CUST_93_PI426246026",22,6,12216,"2827053_AF013738.1","2827053_AF013738.1_81-356","CUST_93_PI426246026","FALSE","gi|2827053_AF013738.1_81-356","AF013738","AF013738.1","AF013738","cytochrome c oxidase subunit i","cytochrome oxidase subunit I","mitochondrion cytochrome oxidase subunit I (COXI)","","ETC","respiration","cellular respiration","NCF","Montastrea faveolata","coral",NA,NA,-0.487773720494312,0.807699695850515,-0.923078328625944,0.384046706745117,0.81915031038766,-5.48244728498414
"CUST_141_PI426226915",68,92,4629,"222794910_EZ023298.1","222794910_EZ023298.1_31-249","CUST_141_PI426226915","FALSE","gi|222794910_EZ023298.1_31-249","EZ023298.1","EZ023298.1","EZ023298","3 alpha procollagen","Collagen alpha-2(VI) chain (COL6A2)","Collagen alpha-2(VI) chain (COL6A2)","","cytoskeletal","cell adhesion_signaling","cytoskeletal organization","MF","Acropora millepora","coral",NA,NA,0.438045694009228,0.620426995996816,0.922084396795101,0.384533220556375,0.81915031038766,-5.48330526384572
"CUST_1451_PI426227498",75,84,3485,"222802444_EZ030832.1","222802444_EZ030832.1_261-899","CUST_1451_PI426227498","FALSE","gi|222802444_EZ030832.1_261-899","EZ030832.1","EZ030832.1","EZ030832","serine threonine kinase 16","Serine/threonine-protein kinase 16","Serine/threonine-protein kinase 16","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.370578650539811,0.269244320232351,0.921148790844009,0.384991599526608,0.81915031038766,-5.48411223206175
"CUST_6_PI426246032",85,101,1918,"222797230_EZ025618.1","222797230_EZ025618.1_160-324","CUST_6_PI426246032","FALSE","gi|222797230_EZ025618.1_160-324","EZ025618.1","EZ025618.1","EZ025618","dna polymerase delta catalytic subunit","DNA polymerase delta catalytic subunit (POLD1)","DNA polymerase delta catalytic subunit (POLD1)","","DNA replication_repair_unwind","DNA binding_UV response","DNA replication","NCF","Acropora millepora","coral",NA,NA,0.441444983107007,0.486952763045742,0.920879571489712,0.385123571982061,0.81915031038766,-5.48434431693389
"CUST_144_PI426266271",83,87,2253,"222786987_EZ015459.1","222786987_EZ015459.1_1417-1674","CUST_144_PI426266271","FALSE","gi|222786987_EZ015459.1_1417-1674","EZ015459.1","EZ015459.1","EZ015459","gtp-binding protein 1","GTP-binding protein 1 (Gtpbp1)","GTP-binding protein 1 (Gtpbp1)","","nucleic acid binding","signal transduction","immune response","SR","Acropora millepora","coral",NA,NA,-0.394747132847184,0.326649879554857,-0.920829948263613,0.385147901130659,0.81915031038766,-5.48438708961993
"CUST_141_PI426226868",64,57,5384,"222548677_EZ004590.1","222548677_EZ004590.1_17-250","CUST_141_PI426226868","FALSE","gi|222548677_EZ004590.1_17-250","EZ004590.1","EZ004590.1","EZ004590","chromatin assembly factor 1 subunit a","Chromatin assembly factor 1 subunit A (Chaf1a)","Chromatin assembly factor 1 subunit A (Chaf1a)","","cell cycle regulation","(revisit)","regulation of transcription","NCF","Acropora millepora","coral",NA,NA,0.452534607843801,0.314990002451531,0.920253788421339,0.385430462148778,0.81915031038766,-5.48488357745929
"CUST_142_PI426266349",87,133,1574,"222787912_EZ016384.1","222787912_EZ016384.1_59-553","CUST_142_PI426266349","FALSE","gi|222787912_EZ016384.1_59-553","EZ016384.1","EZ016384.1","EZ016384","calpain 5","Calpain-5 (CAPN5)","Calpain-5 (CAPN5)","","signal transduction","cell differentiation","signaling","MF","Acropora millepora","coral",NA,NA,-0.310399292132321,0.295019439286784,-0.920129673467386,0.385491350727241,0.81915031038766,-5.48499049771399
"CUST_75_PI426246026",93,82,534,"205321347_AB441311.1","205321347_AB441311.1_194-298","CUST_75_PI426246026","FALSE","gi|205321347_AB441311.1_194-298","AB441311.1","AB441311.1","AB441311","cytochrome b","cytochrome b","cytochrome b","","ETC","cell respiration","cellular respiration","NCF","Madracis mirabilis","coral",NA,NA,-0.527772904157254,2.99556810790425,-0.920122678307005,0.385494782638651,0.81915031038766,-5.48499652343816
"CUST_25_PI426265162",88,156,1317,"222784850_EZ013484.1","222784850_EZ013484.1_32-247","CUST_25_PI426265162","FALSE","gi|222784850_EZ013484.1_32-247","EZ013484.1","EZ013484.1","EZ013484","copper homeostasis protein cutc homolog","Copper homeostasis protein cutC homolog (CUTC)","Copper homeostasis protein cutC homolog (CUTC)","","metal ion homeostasis","(revisit)","metal ion binding","MF","Acropora millepora","coral",NA,NA,-0.315786084505028,0.312188492981599,-0.920100015804335,0.38550590129463,0.81915031038766,-5.48501604497219
"CUST_19_PI426244603",60,63,6037,"187564250_EU498721.1","187564250_EU498721.1_1-690","CUST_19_PI426244603","FALSE","gi|187564250_EU498721.1_1-690","EU498721.1","EU498721.1","EU498721","cyan fluorescent gfp-like protein","Cyan fluorescent GFP-like protein","Cyan fluorescent GFP-like protein","","bioluminescence","(revisit)","bioluminescence","NCF","Psammocora sp.","coral",NA,NA,0.542066959989385,0.601375336550663,0.925322858235505,0.382949715007541,0.818363739699561,-5.48050710320363
"CUST_458_PI426227498",94,51,467,"222781404_EZ010075.1","222781404_EZ010075.1_901-1095","CUST_458_PI426227498","FALSE","gi|222781404_EZ010075.1_901-1095","EZ010075.1","EZ010075.1","EZ010075","protein tyrosine non-receptor type 23","Tyrosine phosphatase non-receptor type 23 (Ptpn23","Tyrosine phosphatase non-receptor type 23 (Ptpn23","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.389953028793152,0.576544346518922,-0.926930149182816,0.382165589402039,0.818290274296657,-5.47911548593179
"CUST_754_PI426227498",68,13,4750,"222784364_EZ013022.1","222784364_EZ013022.1_328-456","CUST_754_PI426227498","FALSE","gi|222784364_EZ013022.1_328-456","EZ013022.1","EZ013022.1","EZ013022","ras homolog gene member u","Rho-related GTP-binding protein RhoU (Rhou)","Rho-related GTP-binding protein RhoU (Rhou)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.298743859875713,0.36584482799594,0.926186027673216,0.382528465597027,0.818290274296657,-5.47975999286565
"CUST_71_PI426246032",71,52,4157,"222798016_EZ026404.1","222798016_EZ026404.1_34-932","CUST_71_PI426246032","FALSE","gi|222798016_EZ026404.1_34-932","EZ026404.1","EZ026404.1","EZ026404","dna primase large subunit","DNA primase large subunit (Prim2)","DNA primase large subunit (Prim2)","","DNA replication_repair_unwind","DNA binding","DNA replication","NCF","Acropora millepora","coral",NA,NA,0.441853559420919,0.61480785937321,0.926125906866615,0.382557795044678,0.818290274296657,-5.47981204768674
"CUST_214_PI426226825",82,147,2387,"222785609_EZ014121.1","222785609_EZ014121.1_86-1421","CUST_214_PI426226825","FALSE","gi|222785609_EZ014121.1_86-1421","EZ014121.1","EZ014121.1","EZ014121","programmed cell death 6 interacting protein","Programmed cell death 6-interacting protein (Pdcd6ip)","Programmed cell death 6-interacting protein (Pdcd6ip)","","apoptosis","apoptosis","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,-0.666423801263637,0.881182246866231,-0.926118538748836,0.382561389635356,0.818290274296657,-5.47981842709402
"CUST_48_PI426227890",86,91,1759,"222785800_EZ014282.1","222785800_EZ014282.1_163-987","CUST_48_PI426227890","FALSE","gi|222785800_EZ014282.1_163-987","EZ014282.1","EZ014282.1","EZ014282","rna polymerase ii subunit a c-terminal domain phosphatase","RNA polymerase II subunit A C-terminal domain phosphatase (CTDP1","RNA polymerase II subunit A C-terminal domain phosphatase (CTDP1","","transcription machinery","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,-0.439142335201037,0.542495363738857,-0.925800386001175,0.382716626589451,0.818290274296657,-5.48009384976287
"CUST_47_PI426266424",19,140,12641,"222783259_EZ011928.1","222783259_EZ011928.1_88-1179","CUST_47_PI426266424","FALSE","gi|222783259_EZ011928.1_88-1179","EZ011928.1","EZ011928.1","EZ011928","vacuolar atp synthase 21 kda proteolipid subunit","V-type proton ATPase 21 kDa proteolipid subunit (Atp6v0b)","V-type proton ATPase 21 kDa proteolipid subunit (Atp6v0b)","","transport","ion transport_intracellular acidification","signaling","MF","Acropora millepora","coral",NA,NA,-0.399558683573015,0.231509359306119,-0.943323669647312,0.374235662951361,0.817815784140737,-5.46481420697418
"CUST_461_PI426227486",79,28,2857,"222798364_EZ026752.1","222798364_EZ026752.1_6-1264","CUST_461_PI426227486","FALSE","gi|222798364_EZ026752.1_6-1264","EZ026752.1","EZ026752.1","EZ026752","serine hydroxymethyltransferase 2","Serine hydroxymethyltransferase","Serine hydroxymethyltransferase","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.367658901153239,0.307444083399115,0.942185627406818,0.374782177147182,0.817815784140737,-5.46581330295394
"CUST_356_PI426266615",41,33,9168,"MGID_94_153_187","MGID_94_153_187","CUST_356_PI426266615","FALSE","","MGID_94","EZ045810.1","MGID_94","","Protein disulfide-isomerase A3 (PDIA3)","Protein disulfide-isomerase A3 (PDIA3)","","protein modification","redox homeostasis_regulation of apoptosis","protein modification","NCF","Acropora millepora","coral",NA,NA,0.489653764626845,0.527463611398217,0.941756391553819,0.374988460393815,0.817815784140737,-5.46618988931224
"CUST_44_PI426244589",58,59,6367,"222544872_EZ001062.1","222544872_EZ001062.1_3076-3216","CUST_44_PI426244589","FALSE","gi|222544872_EZ001062.1_3076-3216","EZ001062.1","EZ001062.1","EZ001062","large homolog 5","Disks large homolog 5 (DLG5)","Disks large homolog 5 (DLG5)","","adhesion_celljunction","(revisit)","signaling","NCF","Acropora millepora","coral",NA,NA,-0.322387307946882,0.15452028881516,-0.940525569515363,0.375580440536076,0.817815784140737,-5.46726900154425
"CUST_32_PI426244589",80,95,2741,"222779072_EZ007743.1","222779072_EZ007743.1_1051-1239","CUST_32_PI426244589","FALSE","gi|222779072_EZ007743.1_1051-1239","EZ007743.1","EZ007743.1","EZ007743","disks large homolog 2- partial","Disks large homolog 2 (Dlg2)","Disks large homolog 2 (Dlg2)","","adhesion_celljunction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.30746640347018,0.207214626589627,-0.939464079917989,0.376091536093623,0.817815784140737,-5.46819877258298
"CUST_1459_PI426227498",75,113,3552,"222802720_EZ031108.1","222802720_EZ031108.1_90-486","CUST_1459_PI426227498","FALSE","gi|222802720_EZ031108.1_90-486","EZ031108.1","EZ031108.1","EZ031108","gaba receptor-associated protein","Gamma-aminobutyric acid receptor-associated protein (Gabarap)","Gamma-aminobutyric acid receptor-associated protein (Gabarap)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.259601895685139,4.5953499833329,-0.939398352185336,0.376123200268033,0.817815784140737,-5.46825631743943
"CUST_97_PI426226915",96,137,96,"222781598_EZ010269.1","222781598_EZ010269.1_58-1479","CUST_97_PI426226915","FALSE","gi|222781598_EZ010269.1_58-1479","EZ010269.1","EZ010269.1","EZ010269","dynein heavy chain axonemal","Axonemal dynein heavy chain 12-like  protein (DNAH12L)","Axonemal dynein heavy chain 12-like  protein (DNAH12L)","","cytoskeletal","cilia_flagellar assembly","cell motility","NCF","Acropora millepora","coral",NA,NA,-0.414812322036421,0.709123987622224,-0.938847326512095,0.376388733496679,0.817815784140737,-5.46873861920957
"CUST_72_PI426227896",83,74,2178,"222801301_EZ029689.1","222801301_EZ029689.1_625-1269","CUST_72_PI426227896","FALSE","gi|222801301_EZ029689.1_625-1269","EZ029689.1","EZ029689.1","EZ029689","cytochrome p450 4f5","Cytochrome P450 4F5 (Cyp4f5)","Cytochrome P450 4F5 (Cyp4f5)","","xenobiotic response","(revisit)","response to xenobiotic","SR","Acropora millepora","coral",NA,NA,0.534044667329359,0.429719186939956,0.938637517949312,0.376489874561043,0.817815784140737,-5.46892220261902
"CUST_75_PI426227495",85,99,1919,"222795387_EZ023775.1","222795387_EZ023775.1_1342-1575","CUST_75_PI426227495","FALSE","gi|222795387_EZ023775.1_1342-1575","EZ023775.1","EZ023775.1","EZ023775","ribosomal protein s6 kinase alpha-3","Ribosomal protein S6 kinase alpha-3 (Rps6ka3)","Ribosomal protein S6 kinase alpha-3 (Rps6ka3)","","ribosomal","(revisit)","translation","NCF","Acropora millepora","coral",NA,NA,-0.394747132847184,0.229705027783932,-0.938493906470063,0.376559116066734,0.817815784140737,-5.46904784489719
"CUST_16_PI426244597",93,22,564,"222784716_EZ013354.1","222784716_EZ013354.1_1649-1765","CUST_16_PI426244597","FALSE","gi|222784716_EZ013354.1_1649-1765","EZ013354.1","EZ013354.1","EZ013354","transport protein sec61 subunit alpha 2","Protein transport protein Sec61 subunit alpha isoform 2 (Sec61a2)","Protein transport protein Sec61 subunit alpha isoform 2 (Sec61a2)","","protein transport","autophagy_phagocytosis","protein transport","NCF","Acropora millepora","coral",NA,NA,-0.37880692929033,0.390139560712432,-0.937930864477898,0.376830675026684,0.817815784140737,-5.46954029276023
"CUST_111_PI426227893",94,92,365,"222784115_EZ012773.1","222784115_EZ012773.1_878-982","CUST_111_PI426227893","FALSE","gi|222784115_EZ012773.1_878-982","EZ012773.1","EZ012773.1","EZ012773","mediator of rna polymerase ii transcription subunit 10","Mediator of RNA polymerase II","Mediator of RNA polymerase II","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,-0.386652417072225,0.537414435259975,-0.937618058890757,0.376981606131423,0.817815784140737,-5.46981377948682
"CUST_48_PI426266349",93,2,574,"222546707_EZ002897.1","222546707_EZ002897.1_1739-2368","CUST_48_PI426266349","FALSE","gi|222546707_EZ002897.1_1739-2368","EZ002897.1","EZ002897.1","EZ002897","ubiquitin protein ligase e3 component n-recognin 4","E3 ubiquitin-protein ligase UBR4 (UBR4","E3 ubiquitin-protein ligase UBR4 (UBR4","","proteolysis","(revisit)","proteolysis","MF","Acropora millepora","coral",NA,NA,0.393914166360112,0.282594148336448,0.937598672384363,0.376990961747594,0.817815784140737,-5.46983072682341
"CUST_49_PI426244589",92,73,784,"222544872_EZ001062.1","222544872_EZ001062.1_76-759","CUST_49_PI426244589","FALSE","gi|222544872_EZ001062.1_76-759","EZ001062.1","EZ001062.1","EZ001062","large homolog 5","Disks large homolog 5 (DLG5","Disks large homolog 5 (DLG5","","adhesion_celljunction","(revisit)","signaling","NCF","Acropora millepora","coral",NA,NA,-0.552390999742555,0.637458585624948,-0.937237506926625,0.37716528592258,0.817815784140737,-5.470146401341
