"","Transcript.family","p.diff.expr","PostFC","RealFC","annotation","sequence.name","unique.ID","ortholog","homology.score","homolog","family.orthology","family.homology","additional.information"
"3577","tr36344",0.998090062670419,0.26934067456682,0.252229250087318,NA,"salinity.id33002.tr36344","id33002","",NA,"","","","1_of_1_in_tr36344 len=237 id=33002 tr=36344"
"3578","tr36351",0.999999999999999,8.03716300151027,8.16901080670201,NA,"salinity.id14295.tr36351","id14295","",NA,"","","","1_of_1_in_tr36351 len=861 id=14295 tr=36351"
"3579","tr36353",0.9994767984076,8.71929259705565,14.1173079429664,NA,"salinity.id4764.tr36353","id4764","",50,"extracted_CDS GOMatch=A7T1A1 GOTerms=GO:0004497,GO:0005506,GO:0009055,GO:0016491,GO:0020037,GO:0046872,GO:0055114 Gene=Cytochrome_P450_3A37_ Match_Acc=Q1PCR1 gene=isogroup04372 length=959 numContigs=1","","","1_of_1_in_tr36353 len=239 id=4764 tr=36353"
"3580","tr36378",0.9998009748314,0.289585923737296,0.281335350051176,NA,"salinity.id2566.tr36378","id2566","",NA,"","","","1_of_1_in_tr36378 len=273 id=2566 tr=36378"
"3581","tr36402",0.999987183413439,0.196388082526342,0.181910685366855,NA,"salinity.id1971.tr36402","id1971","",NA,"","","","1_of_1_in_tr36402 len=250 id=1971 tr=36402"
"3582","tr36404",0.975084396887829,0.388345083825125,0.378233231336984,NA,"salinity.id26070.tr36404","id26070","",NA,"","","","1_of_1_in_tr36404 len=312 id=26070 tr=36404"
"3583","tr36413",0.99960261074792,0.17113400206548,0.142019348000431,NA,"salinity.id4227.tr36413","id4227","",NA,"","","","1_of_1_in_tr36413 len=211 id=4227 tr=36413"
"3584","tr36464",0.999961627044833,0.220971922468746,0.207621942272311,NA,"salinity.id3429.tr36464","id3429","",NA,"","","","1_of_1_in_tr36464 len=279 id=3429 tr=36464"
"3585","tr36475",0.988427742274862,2.55964603396866,2.60436962344366,NA,"salinity.id34737.tr36475","id34737","",NA,"","","","1_of_1_in_tr36475 len=463 id=34737 tr=36475"
"3586","tr36479",0.951046799517371,2.9082952680426,3.08697107286866,NA,"salinity.id13552.tr36479","id13552","",NA,"","","","1_of_1_in_tr36479 len=253 id=13552 tr=36479"
"3587","tr36487",0.999963010881977,3.25485821434736,3.28856670614104,NA,"salinity.id44382.tr36487","id44382","",NA,"","","","1_of_1_in_tr36487 len=568 id=44382 tr=36487"
"3588","tr36516",0.998851399364455,0.184498590545882,0.153531405028066,NA,"salinity.id4762.tr36516","id4762","",NA,"","","","1_of_1_in_tr36516 len=208 id=4762 tr=36516"
"3589","tr3654",0.997751561000278,2.58812175706909,2.60515797250203,NA,"salinity.id45433.tr3654","id45433","",NA,"","","","1_of_1_in_tr3654 len=795 id=45433 tr=3654"
"3590","tr36556",0.999999999564296,37.7445980889907,5348.75741132567,NA,"salinity.id13627.tr36556","id13627","",NA,"","","","1_of_1_in_tr36556 len=242 id=13627 tr=36556"
"3591","tr36560",0.981811675875465,4.97516966612729,6.36843596954931,NA,"salinity.id5538.tr36560","id5538","",NA,"","","","1_of_1_in_tr36560 len=234 id=5538 tr=36560"
"3592","tr36562",0.958616739804851,0.341661680858482,0.32198035748084,NA,"salinity.id5583.tr36562","id5583","",NA,"","","","1_of_1_in_tr36562 len=224 id=5583 tr=36562"
"3593","tr36594",0.976524654253274,2.84682411505703,2.97036140302781,NA,"salinity.id16474.tr36594","id16474","",15,"extracted_CDS GOMatch=A7SZU7 GOTerms=GO:0003702,GO:0005673,GO:0006367 Gene=Transcription_initiation_factor_IIE,_beta_subunit,_putative_ Match_Acc=B7PVD5 gene=isogroup05285 length=854 numContigs=1","","","1_of_1_in_tr36594 len=297 id=16474 tr=36594"
"3594","tr36627",0.999983809391579,4.33351452399541,4.52863734011139,NA,"salinity.id31096.tr36627","id31096","",NA,"","","","1_of_1_in_tr36627 len=298 id=31096 tr=36627"
"3595","tr36643",0.988613722620929,0.32561360183512,0.310078911356296,NA,"salinity.id14179.tr36643","id14179","",NA,"","","","1_of_1_in_tr36643 len=225 id=14179 tr=36643"
"3596","tr36648",0.966388363272843,10.3531704226522,1362.24734106472,NA,"salinity.id36188.tr36648","id36188","",NA,"","","","1_of_1_in_tr36648 len=242 id=36188 tr=36648"
"3597","tr36653",0.955056147138159,0.444552544531435,0.438977123853909,NA,"salinity.id37354.tr36653","id37354","",22,"extracted_CDS GOMatch=Q76LJ5 GOTerms=GO:0016301,GO:0016310 Gene=Bromodomain-containing_protein_2_ Match_Acc=B1N1D4 gene=isogroup00078 length=2011 numContigs=3","","","1_of_1_in_tr36653 len=306 id=37354 tr=36653"
"3598","tr36662",0.999999990537253,0.108940501918355,0.0934821776781277,NA,"salinity.id22461.tr36662","id22461","",NA,"","","","1_of_1_in_tr36662 len=202 id=22461 tr=36662"
"3599","tr36665",0.999999999999988,59.1232733407671,8460.17990518788,NA,"salinity.id45713.tr36665","id45713","",NA,"","","","1_of_1_in_tr36665 len=273 id=45713 tr=36665"
"3600","tr36677",0.999997969065465,23.7148424550124,3306.8863997286,NA,"salinity.id22935.tr36677","id22935","",NA,"","","","1_of_1_in_tr36677 len=286 id=22935 tr=36677"
"3601","tr36698",0.999957525691472,0.0535716401251806,0.000388776605962214,NA,"salinity.id11716.tr36698","id11716","",NA,"","","","1_of_1_in_tr36698 len=217 id=11716 tr=36698"
"3602","tr3671",0.994641156302451,0.33430934758665,0.322901598260293,NA,"salinity.id42182.tr3671","id42182","",NA,"","","","1_of_1_in_tr3671 len=311 id=42182 tr=3671"
"3603","tr36723",0.998701980341751,0.305052969006413,0.294202334509894,NA,"salinity.id31129.tr36723","id31129","",18,"extracted_CDS GOMatch=A7SNM7 GOTerms=GO:0005509 Gene=Neurogenic_locus_notch,_putative_ Match_Acc=B7Q438 gene=isogroup09351 length=620 numContigs=1","","","1_of_1_in_tr36723 len=266 id=31129 tr=36723"
"3604","tr36726",0.969993463441657,0.382308754028284,0.370579361417619,NA,"salinity.id17801.tr36726","id17801","",52,"extracted_CDS GOMatch=Q3SBD3 GOTerms=GO:0003824,GO:0004114,GO:0007165,GO:0008081,GO:0008152,GO:0016787,GO:0046872 Gene=Sperm_phosphodiesterase_5_ Match_Acc=Q3SBD3 gene=isogroup08664 length=647 numContigs=1","","","1_of_2_in_tr36726 len=265 id=17801 tr=36726"
"3605","tr36726",0.969993463441657,0.382308754028284,0.370579361417619,NA,"salinity.id17802.tr36726","id17802","",49,"extracted_CDS GOMatch=Q3SBD3 GOTerms=GO:0003824,GO:0004114,GO:0007165,GO:0008081,GO:0008152,GO:0016787,GO:0046872 Gene=Sperm_phosphodiesterase_5_ Match_Acc=Q3SBD3 gene=isogroup08664 length=647 numContigs=1","","","2_of_2_in_tr36726 len=227 id=17802 tr=36726"
"3606","tr36730",0.96031872279275,2.9658889015691,3.14995726225145,NA,"salinity.id20080.tr36730","id20080","",NA,"","","","1_of_1_in_tr36730 len=347 id=20080 tr=36730"
"3607","tr36739",0.98518944413976,6.50464541208521,10.3539826453398,NA,"salinity.id21142.tr36739","id21142","",NA,"","","","1_of_1_in_tr36739 len=220 id=21142 tr=36739"
"3608","tr36764",0.951421432191579,2.20425527623741,2.22652127925695,NA,"salinity.id4686.tr36764","id4686","",NA,"","","","1_of_1_in_tr36764 len=490 id=4686 tr=36764"
"3609","tr36768",0.996086188034074,0.340993193776337,0.331446181270814,NA,"salinity.id5803.tr36768","id5803","",NA,"","","","1_of_1_in_tr36768 len=220 id=5803 tr=36768"
"3610","tr36795",0.999992245077586,21.7105916501584,3015.19054092901,NA,"salinity.id14758.tr36795","id14758","",NA,"","","","1_of_1_in_tr36795 len=215 id=14758 tr=36795"
"3611","tr36846",0.999969262842815,0.276475170681287,0.270159867672136,NA,"salinity.id4973.tr36846","id4973","",NA,"","","","1_of_1_in_tr36846 len=508 id=4973 tr=36846"
"3612","tr36869",0.982057069490017,0.355750852464217,0.342630774252545,NA,"salinity.id1027.tr36869","id1027","",NA,"","","","1_of_1_in_tr36869 len=304 id=1027 tr=36869"
"3613","tr36877",0.999956143707191,3.52977659425703,3.60383013440815,NA,"salinity.id2413.tr36877","id2413","",NA,"","","","1_of_1_in_tr36877 len=550 id=2413 tr=36877"
"3614","tr36899",0.980539971943485,3.46456582547225,3.77916449294629,NA,"salinity.id72.tr36899","id72","extracted_CDS GOMatch=A7S2L5 GOTerms=GO:0005524,GO:0006200,GO:0016887 Gene=Dynein_heavy_chain_5,_axonemal_ Match_Acc=Q8TE73 gene=isogroup25781 length=289 numContigs=1",NA,"","","","1_of_1_in_tr36899 len=203 id=72 tr=36899"
"3615","tr36910",0.999999997147478,34.4041800809007,4862.5976466597,NA,"salinity.id1720.tr36910","id1720","",NA,"","","","1_of_1_in_tr36910 len=221 id=1720 tr=36910"
"3616","tr36913",0.99790758760064,4.264996591442,4.72340599844153,NA,"salinity.id3924.tr36913","id3924","",NA,"","","","1_of_1_in_tr36913 len=307 id=3924 tr=36913"
"3617","tr36951",0.99999999996465,42.4211833003168,6029.38108185803,NA,"salinity.id7721.tr36951","id7721","",17,"extracted_CDS 9545023_G23.ab1_c Past_norm2007 Porites astreoides cDNA,mRNA sequence","","","1_of_1_in_tr36951 len=271 id=7721 tr=36951"
"3618","tr36982",0.999462058565371,0.336111117713567,0.33092798548276,NA,"salinity.id35786.tr36982","id35786","",NA,"","","","1_of_1_in_tr36982 len=276 id=35786 tr=36982"
"3619","tr36995",0.993023654197376,0.39432622266791,0.389319450056586,NA,"salinity.id5024.tr36995","id5024","",NA,"","","","1_of_1_in_tr36995 len=330 id=5024 tr=36995"
"3620","tr36999",0.999999393444197,5.9031642114207,6.36225292077361,NA,"salinity.id15237.tr36999","id15237","",NA,"","","","1_of_1_in_tr36999 len=449 id=15237 tr=36999"
"3621","tr37038",0.991699037967632,0.383500602374838,0.376732256327166,NA,"salinity.id16406.tr37038","id16406","",NA,"","","","1_of_1_in_tr37038 len=390 id=16406 tr=37038"
"3622","tr37070",0.986733508912284,2.83523360358732,2.93439633463194,NA,"salinity.id46615.tr37070","id46615","",NA,"","","","1_of_1_in_tr37070 len=245 id=46615 tr=37070"
"3623","tr37143",0.999793412690662,17.0340064388323,2334.56687039666,NA,"salinity.id17199.tr37143","id17199","",NA,"","","","1_of_1_in_tr37143 len=233 id=17199 tr=37143"
"3624","tr37154",0.994463706159869,0.220593574221378,0.189306268794674,NA,"salinity.id2414.tr37154","id2414","",NA,"","","","1_of_1_in_tr37154 len=250 id=2414 tr=37154"
"3625","tr37163",0.998966491759934,5.11139864977791,5.93569158404755,NA,"salinity.id49915.tr37163","id49915","",NA,"","","","1_of_1_in_tr37163 len=256 id=49915 tr=37163"
"3626","tr37176",0.999999999995535,13.3126776059769,15.7812422033543,NA,"salinity.id5141.tr37176","id5141","",13,"extracted_CDS GOMatch=A7RSH5 GOTerms=GO:0004872,GO:0004889,GO:0005216,GO:0005230,GO:0005886,GO:0006810,GO:0006811,GO:0016020,GO:0016021,GO:0030054,GO:0045202,GO:0045211 Gene=Nicotinic_acetylcholine_receptor_Dalpha5_subunit_ Match_Acc=Q8T7V5 gene=isogroup03709 length=1060 numContigs=1","","","1_of_1_in_tr37176 len=469 id=5141 tr=37176"
"3627","tr37180",0.998450702246367,2.82469389917551,2.86742668963903,NA,"salinity.id750.tr37180","id750","",NA,"","","","1_of_1_in_tr37180 len=455 id=750 tr=37180"
"3628","tr37189",0.999999993821145,33.0680128776646,4668.13374079331,NA,"salinity.id14325.tr37189","id14325","",NA,"","","","1_of_1_in_tr37189 len=326 id=14325 tr=37189"
"3629","tr3724",0.98821602178718,0.404506657010449,0.399072632069573,NA,"salinity.id25414.tr3724","id25414","",NA,"","","","1_of_1_in_tr3724 len=377 id=25414 tr=3724"
"3630","tr37249",0.998322805563012,3.96764573769375,4.28822605644949,NA,"salinity.id21307.tr37249","id21307","",13,"extracted_CDS GOMatch=A7S4Z7 GOTerms=GO:0004842,GO:0008270,GO:0016567,GO:0046872 Gene=Tumor_necrosis_factor_receptor-associated_factor_6_ Match_Acc=C8KHX3 gene=isogroup09972 length=589 numContigs=1","","","1_of_1_in_tr37249 len=321 id=21307 tr=37249"
"3631","tr37251",0.994296890744027,5.08386039798028,6.22950526702506,NA,"salinity.id21008.tr37251","id21008","",NA,"","","","1_of_1_in_tr37251 len=256 id=21008 tr=37251"
"3632","tr37256",0.99999360913301,0.132687794618539,0.109251779336286,NA,"salinity.id24637.tr37256","id24637","",NA,"","","","1_of_1_in_tr37256 len=203 id=24637 tr=37256"
"3633","tr37293",0.999996838963174,23.0467588533944,3209.6544467954,NA,"salinity.id42193.tr37293","id42193","",NA,"","","","1_of_1_in_tr37293 len=205 id=42193 tr=37293"
"3634","tr37308",0.999979229489768,0.201461720147607,0.186697196295186,NA,"salinity.id29638.tr37308","id29638","",NA,"","","","2_of_2_in_tr37308 len=265 id=29638 tr=37308"
"3635","tr37308",0.999979229489768,0.201461720147607,0.186697196295186,NA,"salinity.id29637.tr37308","id29637","",NA,"","","","1_of_2_in_tr37308 len=234 id=29637 tr=37308"
"3636","tr37317",0.980142506167729,2.40076082064593,2.43302776114593,NA,"salinity.id9282.tr37317","id9282","",NA,"","","","1_of_1_in_tr37317 len=730 id=9282 tr=37317"
"3637","tr37350",0.993660242642838,0.374680538437191,0.36770639709956,NA,"salinity.id847.tr37350","id847","",NA,"","","","1_of_1_in_tr37350 len=236 id=847 tr=37350"
"3638","tr37365",0.999510844564693,6.72103811756304,8.72621784554154,NA,"salinity.id47524.tr37365","id47524","",NA,"","","","1_of_1_in_tr37365 len=224 id=47524 tr=37365"
"3639","tr37386",0.999998689782536,24.3829260566304,3404.11835266179,NA,"salinity.id14312.tr37386","id14312","",NA,"","","","1_of_1_in_tr37386 len=209 id=14312 tr=37386"
"3640","tr37387",0.999998845952305,0.185408403940705,0.173727845155666,NA,"salinity.id4402.tr37387","id4402","",NA,"","","","1_of_1_in_tr37387 len=300 id=4402 tr=37387"
"3641","tr3747",0.997688494094048,3.98151254921649,4.33040895918268,NA,"salinity.id31203.tr3747","id31203","extracted_CDS GOMatch=A7SKV7 GOTerms=GO:0005488 Gene=Karyopherin-beta_3_variant_ Match_Acc=Q804V4 length=427 region=3 run=R_2010_02_19_08_49_25_ xy=2906_3481",NA,"","","","1_of_1_in_tr3747 len=311 id=31203 tr=3747"
"3642","tr37472",0.999746397617354,0.241482642945361,0.226470573656944,NA,"salinity.id548.tr37472","id548","",NA,"","","","1_of_1_in_tr37472 len=253 id=548 tr=37472"
"3643","tr37476",0.996070471959262,3.64892896468279,3.9146546980969,NA,"salinity.id36659.tr37476","id36659","",NA,"","","","1_of_1_in_tr37476 len=243 id=36659 tr=37476"
"3644","tr37509",0.999999968869106,6.59564003452804,7.08684053701155,NA,"salinity.id53.tr37509","id53","",NA,"","","","1_of_1_in_tr37509 len=287 id=53 tr=37509"
"3645","tr37510",0.99999999580835,33.7360964792825,4765.36569372651,NA,"salinity.id3721.tr37510","id3721","",NA,"","","","1_of_1_in_tr37510 len=313 id=3721 tr=37510"
"3646","tr37516",0.997022129336439,4.31140762053065,4.82793583881257,NA,"salinity.id23161.tr37516","id23161","",41,"extracted_CDS GOMatch=Q9YGS2 GOTerms=GO:0003723,GO:0003964,GO:0006278 Gene=Reverse_transcriptase_ Match_Acc=Q3LG55 gene=isogroup01012 length=646 numContigs=2","","","1_of_1_in_tr37516 len=225 id=23161 tr=37516"
"3647","tr3753",0.999997668028003,4.95568211137383,5.22028459091131,NA,"salinity.id10137.tr3753","id10137","",23,"extracted_CDS GOMatch=A7RGI0 GOTerms=GO:0003824,GO:0004252,GO:0006508 Gene=Serine_protease_23_ Match_Acc=Q1LZE9 gene=isogroup01570 length=2122 numContigs=1","","","1_of_1_in_tr3753 len=439 id=10137 tr=3753"
"3648","tr37530",0.962184119432471,2.63047570824303,2.72209739958199,NA,"salinity.id26520.tr37530","id26520","",NA,"","","","1_of_1_in_tr37530 len=259 id=26520 tr=37530"
"3649","tr37535",0.999999999997984,20.4487305884924,29.5302300569561,NA,"salinity.id6721.tr37535","id6721","",NA,"","","","1_of_1_in_tr37535 len=388 id=6721 tr=37535"
"3650","tr37541",0.98955744294866,4.06543219313968,4.60328948783036,NA,"salinity.id13220.tr37541","id13220","",NA,"","","","1_of_1_in_tr37541 len=267 id=13220 tr=37541"
"3651","tr37547",0.999999879735839,6.2156343623494,6.67347693330606,NA,"salinity.id14165.tr37547","id14165","",18,"extracted_CDS GOMatch=A7S732 GOTerms=GO:0005622,GO:0006464,GO:0016881 Gene=UBE3A_protein_ Match_Acc=A4IFN7 gene=isogroup01568 length=2127 numContigs=1","","","1_of_1_in_tr37547 len=406 id=14165 tr=37547"
"3652","tr37556",0.990935717264931,0.41147211524345,0.407678231329821,NA,"salinity.id46507.tr37556","id46507","",NA,"","","","1_of_1_in_tr37556 len=377 id=46507 tr=37556"
"3653","tr37599",0.958339148349477,0.430101631828936,0.423076598661959,NA,"salinity.id23517.tr37599","id23517","",NA,"","","","1_of_1_in_tr37599 len=338 id=23517 tr=37599"
"3654","tr37619",0.999999965424971,5.67265412199327,5.9352256350398,NA,"salinity.id4534.tr37619","id4534","",NA,"","","","1_of_1_in_tr37619 len=432 id=4534 tr=37619"
"3655","tr37620",0.999992245077586,21.7105916501584,3015.19054092901,NA,"salinity.id23002.tr37620","id23002","",NA,"","","","1_of_1_in_tr37620 len=206 id=23002 tr=37620"
"3656","tr37650",0.999982544981545,4.69884778004501,4.98748496346505,NA,"salinity.id33189.tr37650","id33189","",NA,"","","","1_of_1_in_tr37650 len=296 id=33189 tr=37650"
"3657","tr37666",0.998102010431155,2.78033266684704,2.82068180147267,NA,"salinity.id1924.tr37666","id1924","",NA,"","","","1_of_1_in_tr37666 len=346 id=1924 tr=37666"
"3658","tr37777",0.996565404765238,3.77089262774309,4.07021866607612,NA,"salinity.id13344.tr37777","id13344","",NA,"","","","1_of_1_in_tr37777 len=266 id=13344 tr=37777"
"3659","tr37785",0.999998743554341,0.226638539554442,0.219626950703296,NA,"salinity.id14694.tr37785","id14694","",NA,"","","","1_of_1_in_tr37785 len=329 id=14694 tr=37785"
"3660","tr37839",0.957419057189451,0.412989647949172,0.403721324820027,NA,"salinity.id20782.tr37839","id20782","",NA,"","","","1_of_1_in_tr37839 len=229 id=20782 tr=37839"
"3661","tr37843",0.999881847310021,0.246121462650273,0.23365837543873,NA,"salinity.id1764.tr37843","id1764","",NA,"","","","1_of_1_in_tr37843 len=205 id=1764 tr=37843"
"3662","tr37870",0.99385720649741,0.385130417303289,0.379445757260537,NA,"salinity.id46603.tr37870","id46603","",NA,"","","","1_of_1_in_tr37870 len=489 id=46603 tr=37870"
"3663","tr37873",0.981451306253409,0.38902470852443,0.380173527181238,NA,"salinity.id17128.tr37873","id17128","",NA,"","","","1_of_2_in_tr37873 len=290 id=17128 tr=37873"
"3664","tr37873",0.981451306253409,0.38902470852443,0.380173527181238,NA,"salinity.id17129.tr37873","id17129","",NA,"","","","2_of_2_in_tr37873 len=366 id=17129 tr=37873"
"3665","tr37876",0.99940896703809,0.333987900686014,0.32838344783905,NA,"salinity.id10301.tr37876","id10301","",24,"extracted_CDS GOMatch=A7SWI4 GOTerms=GO:0000166,GO:0004672,GO:0004674,GO:0005524,GO:0006468 Gene=Serine/threonine-protein_kinase_MST4_ Match_Acc=Q9P289 gene=isogroup02604 length=1305 numContigs=1","","","1_of_1_in_tr37876 len=437 id=10301 tr=37876"
"3666","tr37883",0.999999968516764,0.0341687026183176,0.000243020809028376,NA,"salinity.id26493.tr37883","id26493","",25,"extracted_CDS GOMatch=A7SK63 GOTerms=GO:0003723,GO:0003964,GO:0006278 Gene=Reverse_transcriptase_(Fragment)_ Match_Acc=Q789D2 gene=isogroup00716 length=1244 numContigs=2","","","1_of_1_in_tr37883 len=201 id=26493 tr=37883"
"3667","tr37897",0.955801027343534,0.382942651539387,0.369394737377893,NA,"salinity.id18306.tr37897","id18306","",NA,"","","","1_of_1_in_tr37897 len=214 id=18306 tr=37897"
"3668","tr37902",0.978533953219988,2.80723296525072,2.91761429012505,NA,"salinity.id9666.tr37902","id9666","",NA,"","","","1_of_1_in_tr37902 len=312 id=9666 tr=37902"
"3669","tr37971",0.959870639722682,2.72029263527802,2.8353660117548,NA,"salinity.id38980.tr37971","id38980","",70,"extracted_CDS GOMatch=A7S350 GOTerms=GO:0005086,GO:0005488,GO:0005622,GO:0032012 Gene=ADP-ribosylation_factor_guanine_nucleotide-exchange_factor_2_variant_(Fragment)_ Match_Acc=Q59FR3 gene=isogroup01740 length=1817 numContigs=1","","","1_of_1_in_tr37971 len=376 id=38980 tr=37971"
"3670","tr37988",0.999969207794674,19.7063408453044,2723.49468212943,NA,"salinity.id9946.tr37988","id9946","extracted_CDS Past_34_20453_J07.ab1_c Past_norm2007 Porites astreoides cDNA, mRNA sequence",NA,"","","","1_of_1_in_tr37988 len=201 id=9946 tr=37988"
"3671","tr37999",0.953518590041015,0.373878290933451,0.358709504887937,NA,"salinity.id21795.tr37999","id21795","",NA,"","","","1_of_1_in_tr37999 len=297 id=21795 tr=37999"
"3672","tr38015",0.998150797624414,0.251867012347083,0.232032746726386,NA,"salinity.id17257.tr38015","id17257","",NA,"","","","1_of_1_in_tr38015 len=231 id=17257 tr=38015"
"3673","tr38023",0.994628263088886,3.18424139446771,3.33034911308917,NA,"salinity.id23156.tr38023","id23156","extracted_CDS GOMatch=D2HES3 GOTerms=GO:0004672,GO:0033673 Gene=Nitrogen_permease_regulator_2-like_protein_ Match_Acc=Q9WUE4 length=228 region=3 run=R_2010_02_19_08_49_25_ xy=2202_2782",NA,"","","","1_of_1_in_tr38023 len=434 id=23156 tr=38023"
"3674","tr38027",0.963176947494343,2.65957908244233,2.7567203253565,NA,"salinity.id5226.tr38027","id5226","",35,"extracted_CDS GOMatch=A7RMA6 GOTerms=GO:0000166,GO:0005525,GO:0007264,GO:0015031 Gene=RAB10,_member_RAS_oncogene_family_ Match_Acc=Q5RKJ9 gene=isogroup04235 length=980 numContigs=1","","","1_of_1_in_tr38027 len=393 id=5226 tr=38027"
"3675","tr38043",0.976815401073195,0.428365063100765,0.42343675204734,NA,"salinity.id37358.tr38043","id37358","",NA,"","","","1_of_1_in_tr38043 len=245 id=37358 tr=38043"
"3676","tr38128",0.999825185047791,3.7757664051843,3.93174567646023,NA,"salinity.id19623.tr38128","id19623","extracted_CDS GOMatch=A7S3K7 GOTerms=GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0008270 Gene=URCC5_ Match_Acc=B1Q2B0 gene=isogroup27240 length=256 numContigs=1",NA,"","","","1_of_1_in_tr38128 len=293 id=19623 tr=38128"
"3677","tr38167",0.999890263089859,0.238012362246373,0.224627989762136,NA,"salinity.id17715.tr38167","id17715","",NA,"","","","1_of_1_in_tr38167 len=281 id=17715 tr=38167"
"3678","tr38176",0.997098659968122,3.520123740492,3.72834135958463,NA,"salinity.id17135.tr38176","id17135","",NA,"","","","1_of_1_in_tr38176 len=299 id=17135 tr=38176"
"3679","tr38214",0.998716616382269,0.351016108066799,0.345552002032252,NA,"salinity.id15870.tr38214","id15870","",NA,"","","","1_of_1_in_tr38214 len=478 id=15870 tr=38214"
"3680","tr38232",0.999107059608202,0.35699537110833,0.352979260449128,NA,"salinity.id24920.tr38232","id24920","",NA,"","","","1_of_1_in_tr38232 len=532 id=24920 tr=38232"
"3681","tr38282",0.985802992232137,2.70510634435138,2.78006218014519,NA,"salinity.id7467.tr38282","id7467","",NA,"","","","1_of_1_in_tr38282 len=301 id=7467 tr=38282"
"3682","tr38291",0.999999999999999,0.0531239105450152,0.0430434566813524,NA,"salinity.id31911.tr38291","id31911","",NA,"","","","1_of_1_in_tr38291 len=273 id=31911 tr=38291"
"3683","tr38294",0.999725200405863,3.90683945373226,4.11100047150823,NA,"salinity.id14865.tr38294","id14865","extracted_CDS GOMatch=A7T6Y9 GOTerms=GO:0004222,GO:0006508,GO:0008233,GO:0008237,GO:0008270,GO:0016787,GO:0046872 Gene=BACR44L22.3-like_protein_(Fragment)_ Match_Acc=Q9GTN4 length=349 region=3 run=R_2010_02_19_08_49_25_ xy=2220_0381",NA,"","","","1_of_1_in_tr38294 len=340 id=14865 tr=38294"
"3684","tr38302",0.999999999698152,38.4126816906087,5445.98936425886,NA,"salinity.id29987.tr38302","id29987","",NA,"","","","1_of_1_in_tr38302 len=250 id=29987 tr=38302"
"3685","tr38315",0.96475973162042,2.20479182337586,2.21990825013698,NA,"salinity.id43831.tr38315","id43831","",18,"extracted_CDS GOMatch=A7S2P9 GOTerms=GO:0000166,GO:0003777,GO:0005524,GO:0005874,GO:0007018 Gene=Testis_cDNA_clone:_QtsA-10923,_similar_to_human_kinesin_family_member_25_(KIF25),_transcript_variant_1,mRNA,_RefSeq:_NM_030615.1_ Match_Acc=Q4R918 gene=isogroup09728 length=602 numContigs=1","","","1_of_1_in_tr38315 len=745 id=43831 tr=38315"
"3686","tr38321",0.986144340120786,0.377483351250952,0.36827512938422,NA,"salinity.id9359.tr38321","id9359","extracted_CDS GOMatch=A7RER6 GOTerms=GO:0005622,GO:0008152,GO:0008168,GO:0008270,GO:0032259 Gene=Arginine_N-methyltransferase_3_ Match_Acc=B5X3Q3 length=395 region=1 run=R_2010_02_19_08_49_25_ xy=0167_1106",NA,"","","","1_of_1_in_tr38321 len=230 id=9359 tr=38321"
"3687","tr3835",0.999360316921159,0.234620306526541,0.215752524075138,NA,"salinity.id33464.tr3835","id33464","",NA,"","","","1_of_1_in_tr3835 len=256 id=33464 tr=3835"
"3688","tr38356",0.999999998283166,0.145774780234041,0.137076056038288,NA,"salinity.id40280.tr38356","id40280","",NA,"","","","1_of_1_in_tr38356 len=278 id=40280 tr=38356"
"3689","tr38362",0.998119827413542,3.46537279843578,3.63852753495884,NA,"salinity.id8859.tr38362","id8859","",NA,"","","","1_of_1_in_tr38362 len=512 id=8859 tr=38362"
"3690","tr38364",0.981017783393605,0.413176591104168,0.407157690092269,NA,"salinity.id19626.tr38364","id19626","",NA,"","","","1_of_1_in_tr38364 len=481 id=19626 tr=38364"
"3691","tr38375",0.999995752158713,5.81381618575029,6.37712865139355,NA,"salinity.id34654.tr38375","id34654","extracted_CDS gene=isogroup18411 length=393 numContigs=1",NA,"","","","1_of_2_in_tr38375 len=221 id=34654 tr=38375"
"3692","tr38375",0.999995752158713,5.81381618575029,6.37712865139355,NA,"salinity.id34655.tr38375","id34655","extracted_CDS gene=isogroup18411 length=393 numContigs=1",NA,"","","","2_of_2_in_tr38375 len=356 id=34655 tr=38375"
"3693","tr38395",0.999999977726525,0.124339535062209,0.110031465296483,NA,"salinity.id44977.tr38395","id44977","",NA,"","","","1_of_1_in_tr38395 len=233 id=44977 tr=38395"
"3694","tr38440",0.999999897473608,28.3914276663385,3987.51007026095,NA,"salinity.id4591.tr38440","id4591","",NA,"","","","1_of_1_in_tr38440 len=244 id=4591 tr=38440"
"3695","tr38443",0.999999999853908,39.7488488938447,5640.45327012525,NA,"salinity.id23572.tr38443","id23572","extracted_CDS GOMatch=A7SAP6 GOTerms=GO:0005634,GO:0006364,GO:0042254 Gene=Putative_WD-40_repeat_protein_ Match_Acc=Q9SIY9 length=262 region=3 run=R_2010_02_19_08_49_25_ xy=2863_2826",NA,"","","","1_of_1_in_tr38443 len=205 id=23572 tr=38443"
"3696","tr38493",0.995833860335761,13.0255048291242,1751.17515279749,NA,"salinity.id4181.tr38493","id4181","",40,"extracted_CDS GOMatch=A7RZG6 GOTerms=GO:0016021 Gene=Myoferlin_ Match_Acc=Q9NZM1 gene=isogroup01420 length=3723 numContigs=1","","","1_of_1_in_tr38493 len=246 id=4181 tr=38493"
