TR102218_c3_g3_i1	sp-Q95334-AMPE_PIG	sp-Q95334-AMPE_PIG Glutamyl aminopeptidase OS=Sus scrofa GN=ENPEP PE=1 SV=1
TR135108_c0_g1_i3	sp-P65375-MMPLB_MYCBO	sp-P65375-MMPLB_MYCBO Probable transport protein MmpL11 OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) GN=mmpL11 PE=3 SV=1
TR135108_c0_g1_i3	sp-P65375-MMPLB_MYCBO	sp-P65375-MMPLB_MYCBO Probable transport protein MmpL11 OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) GN=mmpL11 PE=3 SV=1
TR135108_c0_g1_i3	sp-O06079-MMPLB_MYCLE	sp-O06079-MMPLB_MYCLE Probable transport protein MmpL11 OS=Mycobacterium leprae (strain TN) GN=mmpL11 PE=3 SV=1
TR135108_c0_g1_i3	sp-O06079-MMPLB_MYCLE	sp-O06079-MMPLB_MYCLE Probable transport protein MmpL11 OS=Mycobacterium leprae (strain TN) GN=mmpL11 PE=3 SV=1
TR135108_c0_g1_i3	sp-P96687-YDFJ_BACSU	sp-P96687-YDFJ_BACSU Membrane protein YdfJ OS=Bacillus subtilis (strain 168) GN=ydfJ PE=2 SV=1
TR137358_c1_g2_i2	sp-O02695-PTPR2_MACNE	sp-O02695-PTPR2_MACNE Receptor-type tyrosine-protein phosphatase N2 OS=Macaca nemestrina GN=PTPRN2 PE=2 SV=1
TR137358_c1_g2_i2	sp-Q92932-PTPR2_HUMAN	sp-Q92932-PTPR2_HUMAN Receptor-type tyrosine-protein phosphatase N2 OS=Homo sapiens GN=PTPRN2 PE=1 SV=2
TR137358_c1_g2_i2	sp-P80560-PTPR2_MOUSE	sp-P80560-PTPR2_MOUSE Receptor-type tyrosine-protein phosphatase N2 OS=Mus musculus GN=Ptprn2 PE=1 SV=2
TR137358_c1_g2_i2	sp-Q63475-PTPR2_RAT	sp-Q63475-PTPR2_RAT Receptor-type tyrosine-protein phosphatase N2 OS=Rattus norvegicus GN=Ptprn2 PE=1 SV=1
TR137358_c1_g2_i2	sp-Q63259-PTPRN_RAT	sp-Q63259-PTPRN_RAT Receptor-type tyrosine-protein phosphatase-like N OS=Rattus norvegicus GN=Ptprn PE=1 SV=2
TR137358_c1_g2_i2	sp-Q60673-PTPRN_MOUSE	sp-Q60673-PTPRN_MOUSE Receptor-type tyrosine-protein phosphatase-like N OS=Mus musculus GN=Ptprn PE=1 SV=2
TR137358_c1_g2_i2	sp-P56722-PTPRN_BOVIN	sp-P56722-PTPRN_BOVIN Receptor-type tyrosine-protein phosphatase-like N OS=Bos taurus GN=PTPRN PE=1 SV=1
TR137358_c1_g2_i2	sp-Q16849-PTPRN_HUMAN	sp-Q16849-PTPRN_HUMAN Receptor-type tyrosine-protein phosphatase-like N OS=Homo sapiens GN=PTPRN PE=1 SV=1
TR137358_c1_g2_i2	sp-A4IFW2-PTPRF_DANRE	sp-A4IFW2-PTPRF_DANRE Receptor-type tyrosine-protein phosphatase F OS=Danio rerio GN=ptprf PE=2 SV=1
TR137358_c1_g2_i2	sp-A4IFW2-PTPRF_DANRE	sp-A4IFW2-PTPRF_DANRE Receptor-type tyrosine-protein phosphatase F OS=Danio rerio GN=ptprf PE=2 SV=1
TR137358_c1_g2_i2	sp-Q64604-PTPRF_RAT	sp-Q64604-PTPRF_RAT Receptor-type tyrosine-protein phosphatase F OS=Rattus norvegicus GN=Ptprf PE=2 SV=1
TR137358_c1_g2_i2	sp-Q64604-PTPRF_RAT	sp-Q64604-PTPRF_RAT Receptor-type tyrosine-protein phosphatase F OS=Rattus norvegicus GN=Ptprf PE=2 SV=1
TR137583_c7_g1_i2	sp-Q9BZF1-OSBL8_HUMAN	sp-Q9BZF1-OSBL8_HUMAN Oxysterol-binding protein-related protein 8 OS=Homo sapiens GN=OSBPL8 PE=1 SV=3
TR137583_c7_g1_i2	sp-B9EJ86-OSBL8_MOUSE	sp-B9EJ86-OSBL8_MOUSE Oxysterol-binding protein-related protein 8 OS=Mus musculus GN=Osbpl8 PE=1 SV=1
TR137583_c7_g1_i2	sp-Q9H0X9-OSBL5_HUMAN	sp-Q9H0X9-OSBL5_HUMAN Oxysterol-binding protein-related protein 5 OS=Homo sapiens GN=OSBPL5 PE=1 SV=1
TR137583_c7_g1_i2	sp-Q9ER64-OSBL5_MOUSE	sp-Q9ER64-OSBL5_MOUSE Oxysterol-binding protein-related protein 5 OS=Mus musculus GN=Osbpl5 PE=1 SV=3
TR137583_c7_g1_i2	sp-Q86KG4-OSB4_DICDI	sp-Q86KG4-OSB4_DICDI Oxysterol-binding protein 4 OS=Dictyostelium discoideum GN=osbD PE=3 SV=2
TR137583_c7_g1_i2	sp-Q9UUA1-YJX1_SCHPO	sp-Q9UUA1-YJX1_SCHPO Oxysterol-binding protein homolog C23B6.01c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPCC23B6.01c PE=1 SV=2
TR137583_c7_g1_i2	sp-Q9UW25-OBPA_CANAL	sp-Q9UW25-OBPA_CANAL Oxysterol-binding protein-like protein OBPa OS=Candida albicans (strain SC5314 / ATCC MYA-2876) GN=OBPA PE=3 SV=1
TR137583_c7_g1_i2	sp-Q9UW21-OBPAL_CANAL	sp-Q9UW21-OBPAL_CANAL Oxysterol-binding protein-like protein OBPalpha OS=Candida albicans (strain SC5314 / ATCC MYA-2876) GN=OBPALPHA PE=3 SV=1
TR137583_c7_g1_i2	sp-P38755-OSH7_YEAST	sp-P38755-OSH7_YEAST Oxysterol-binding protein homolog 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OSH7 PE=1 SV=1
TR137583_c7_g1_i2	sp-Q02201-OSH6_YEAST	sp-Q02201-OSH6_YEAST Oxysterol-binding protein homolog 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OSH6 PE=1 SV=1
TR137858_c6_g8_i5	sp-Q1LZH9-GNS_BOVIN	sp-Q1LZH9-GNS_BOVIN N-acetylglucosamine-6-sulfatase OS=Bos taurus GN=GNS PE=2 SV=1
TR137858_c6_g8_i5	sp-P50426-GNS_CAPHI	sp-P50426-GNS_CAPHI N-acetylglucosamine-6-sulfatase OS=Capra hircus GN=GNS PE=2 SV=1
TR137858_c6_g8_i5	sp-Q8BFR4-GNS_MOUSE	sp-Q8BFR4-GNS_MOUSE N-acetylglucosamine-6-sulfatase OS=Mus musculus GN=Gns PE=1 SV=1
TR137858_c6_g8_i5	sp-P15586-GNS_HUMAN	sp-P15586-GNS_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens GN=GNS PE=1 SV=3
TR137858_c6_g8_i5	sp-Q8IWU5-SULF2_HUMAN	sp-Q8IWU5-SULF2_HUMAN Extracellular sulfatase Sulf-2 OS=Homo sapiens GN=SULF2 PE=1 SV=1
TR137858_c6_g8_i5	sp-Q8IWU5-SULF2_HUMAN	sp-Q8IWU5-SULF2_HUMAN Extracellular sulfatase Sulf-2 OS=Homo sapiens GN=SULF2 PE=1 SV=1
TR137858_c6_g8_i5	sp-Q8CFG0-SULF2_MOUSE	sp-Q8CFG0-SULF2_MOUSE Extracellular sulfatase Sulf-2 OS=Mus musculus GN=Sulf2 PE=2 SV=2
TR137858_c6_g8_i5	sp-Q8CFG0-SULF2_MOUSE	sp-Q8CFG0-SULF2_MOUSE Extracellular sulfatase Sulf-2 OS=Mus musculus GN=Sulf2 PE=2 SV=2
TR137858_c6_g8_i5	sp-Q21376-SULF1_CAEEL	sp-Q21376-SULF1_CAEEL Putative extracellular sulfatase Sulf-1 homolog OS=Caenorhabditis elegans GN=sul-1 PE=3 SV=1
TR137858_c6_g8_i5	sp-Q21376-SULF1_CAEEL	sp-Q21376-SULF1_CAEEL Putative extracellular sulfatase Sulf-1 homolog OS=Caenorhabditis elegans GN=sul-1 PE=3 SV=1
TR137858_c6_g8_i5	sp-Q8K007-SULF1_MOUSE	sp-Q8K007-SULF1_MOUSE Extracellular sulfatase Sulf-1 OS=Mus musculus GN=Sulf1 PE=2 SV=1
TR137858_c6_g8_i5	sp-Q8K007-SULF1_MOUSE	sp-Q8K007-SULF1_MOUSE Extracellular sulfatase Sulf-1 OS=Mus musculus GN=Sulf1 PE=2 SV=1
TR137858_c6_g8_i5	sp-Q90XB6-SULF1_COTCO	sp-Q90XB6-SULF1_COTCO Extracellular sulfatase Sulf-1 OS=Coturnix coturnix GN=SULF1 PE=1 SV=1
TR137858_c6_g8_i5	sp-Q90XB6-SULF1_COTCO	sp-Q90XB6-SULF1_COTCO Extracellular sulfatase Sulf-1 OS=Coturnix coturnix GN=SULF1 PE=1 SV=1
TR137858_c6_g8_i5	sp-Q8VI60-SULF1_RAT	sp-Q8VI60-SULF1_RAT Extracellular sulfatase Sulf-1 OS=Rattus norvegicus GN=Sulf1 PE=1 SV=1
TR137858_c6_g8_i5	sp-Q8VI60-SULF1_RAT	sp-Q8VI60-SULF1_RAT Extracellular sulfatase Sulf-1 OS=Rattus norvegicus GN=Sulf1 PE=1 SV=1
TR139674_c2_g3_i2	sp-Q62746-SYT6_RAT	sp-Q62746-SYT6_RAT Synaptotagmin-6 OS=Rattus norvegicus GN=Syt6 PE=1 SV=1
TR139674_c2_g3_i2	sp-Q9R0N8-SYT6_MOUSE	sp-Q9R0N8-SYT6_MOUSE Synaptotagmin-6 OS=Mus musculus GN=Syt6 PE=1 SV=2
TR139674_c2_g3_i2	sp-Q5T7P8-SYT6_HUMAN	sp-Q5T7P8-SYT6_HUMAN Synaptotagmin-6 OS=Homo sapiens GN=SYT6 PE=1 SV=3
TR139674_c2_g3_i2	sp-Q9R0N9-SYT9_MOUSE	sp-Q9R0N9-SYT9_MOUSE Synaptotagmin-9 OS=Mus musculus GN=Syt9 PE=1 SV=2
TR139674_c2_g3_i2	sp-Q925C0-SYT9_RAT	sp-Q925C0-SYT9_RAT Synaptotagmin-9 OS=Rattus norvegicus GN=Syt9 PE=1 SV=1
TR139674_c2_g3_i2	sp-Q86SS6-SYT9_HUMAN	sp-Q86SS6-SYT9_HUMAN Synaptotagmin-9 OS=Homo sapiens GN=SYT9 PE=2 SV=1
TR139674_c2_g3_i2	sp-Q5RCK6-SYT10_PONAB	sp-Q5RCK6-SYT10_PONAB Synaptotagmin-10 OS=Pongo abelii GN=SYT10 PE=2 SV=1
TR139674_c2_g3_i2	sp-O43581-SYT7_HUMAN	sp-O43581-SYT7_HUMAN Synaptotagmin-7 OS=Homo sapiens GN=SYT7 PE=1 SV=3
TR139674_c2_g3_i2	sp-O08625-SYT10_RAT	sp-O08625-SYT10_RAT Synaptotagmin-10 OS=Rattus norvegicus GN=Syt10 PE=2 SV=2
TR139674_c2_g3_i2	sp-Q6XYQ8-SYT10_HUMAN	sp-Q6XYQ8-SYT10_HUMAN Synaptotagmin-10 OS=Homo sapiens GN=SYT10 PE=2 SV=1
TR139754_c1_g4_i3	sp-Q8WVM7-STAG1_HUMAN	sp-Q8WVM7-STAG1_HUMAN Cohesin subunit SA-1 OS=Homo sapiens GN=STAG1 PE=1 SV=3
TR139754_c1_g4_i3	sp-Q9D3E6-STAG1_MOUSE	sp-Q9D3E6-STAG1_MOUSE Cohesin subunit SA-1 OS=Mus musculus GN=Stag1 PE=1 SV=3
TR139754_c1_g4_i3	sp-Q9DGN1-STAG1_XENLA	sp-Q9DGN1-STAG1_XENLA Cohesin subunit SA-1 OS=Xenopus laevis GN=stag1 PE=1 SV=1
TR139754_c1_g4_i3	sp-Q9DGN1-STAG1_XENLA	sp-Q9DGN1-STAG1_XENLA Cohesin subunit SA-1 OS=Xenopus laevis GN=stag1 PE=1 SV=1
TR139754_c1_g4_i3	sp-Q8N3U4-STAG2_HUMAN	sp-Q8N3U4-STAG2_HUMAN Cohesin subunit SA-2 OS=Homo sapiens GN=STAG2 PE=1 SV=3
TR139754_c1_g4_i3	sp-O35638-STAG2_MOUSE	sp-O35638-STAG2_MOUSE Cohesin subunit SA-2 OS=Mus musculus GN=Stag2 PE=1 SV=3
TR139754_c1_g4_i3	sp-Q9DGN0-STAG2_XENLA	sp-Q9DGN0-STAG2_XENLA Cohesin subunit SA-2 OS=Xenopus laevis GN=stag2 PE=1 SV=1
TR139754_c1_g4_i3	sp-Q9UJ98-STAG3_HUMAN	sp-Q9UJ98-STAG3_HUMAN Cohesin subunit SA-3 OS=Homo sapiens GN=STAG3 PE=1 SV=2
TR139754_c1_g4_i3	sp-O70576-STAG3_MOUSE	sp-O70576-STAG3_MOUSE Cohesin subunit SA-3 OS=Mus musculus GN=Stag3 PE=1 SV=2
TR139754_c1_g4_i3	sp-Q99M76-STAG3_RAT	sp-Q99M76-STAG3_RAT Cohesin subunit SA-3 OS=Rattus norvegicus GN=Stag3 PE=2 SV=1
TR139754_c1_g4_i3	sp-Q19555-SCC3_CAEEL	sp-Q19555-SCC3_CAEEL Cohesin subunit scc-3 OS=Caenorhabditis elegans GN=scc-3 PE=1 SV=1
TR139785_c1_g1_i2	sp-Q9CYL5-GAPR1_MOUSE	sp-Q9CYL5-GAPR1_MOUSE Golgi-associated plant pathogenesis-related protein 1 OS=Mus musculus GN=Glipr2 PE=1 SV=3
TR139785_c1_g1_i2	sp-Q9CYL5-GAPR1_MOUSE	sp-Q9CYL5-GAPR1_MOUSE Golgi-associated plant pathogenesis-related protein 1 OS=Mus musculus GN=Glipr2 PE=1 SV=3
TR139785_c1_g1_i2	sp-Q9CYL5-GAPR1_MOUSE	sp-Q9CYL5-GAPR1_MOUSE Golgi-associated plant pathogenesis-related protein 1 OS=Mus musculus GN=Glipr2 PE=1 SV=3
TR139785_c1_g1_i2	sp-Q9CYL5-GAPR1_MOUSE	sp-Q9CYL5-GAPR1_MOUSE Golgi-associated plant pathogenesis-related protein 1 OS=Mus musculus GN=Glipr2 PE=1 SV=3
TR139785_c1_g1_i2	sp-Q9CYL5-GAPR1_MOUSE	sp-Q9CYL5-GAPR1_MOUSE Golgi-associated plant pathogenesis-related protein 1 OS=Mus musculus GN=Glipr2 PE=1 SV=3
TR139785_c1_g1_i2	sp-Q9H4G4-GAPR1_HUMAN	sp-Q9H4G4-GAPR1_HUMAN Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3
TR139785_c1_g1_i2	sp-Q9H4G4-GAPR1_HUMAN	sp-Q9H4G4-GAPR1_HUMAN Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3
TR139785_c1_g1_i2	sp-Q9H4G4-GAPR1_HUMAN	sp-Q9H4G4-GAPR1_HUMAN Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3
TR139785_c1_g1_i2	sp-Q9H4G4-GAPR1_HUMAN	sp-Q9H4G4-GAPR1_HUMAN Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3
TR139785_c1_g1_i2	sp-Q9H4G4-GAPR1_HUMAN	sp-Q9H4G4-GAPR1_HUMAN Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3
TR139785_c1_g1_i2	sp-P47032-PRY1_YEAST	sp-P47032-PRY1_YEAST Protein PRY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRY1 PE=1 SV=1
TR139785_c1_g1_i2	sp-P47032-PRY1_YEAST	sp-P47032-PRY1_YEAST Protein PRY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRY1 PE=1 SV=1
TR139785_c1_g1_i2	sp-P47032-PRY1_YEAST	sp-P47032-PRY1_YEAST Protein PRY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRY1 PE=1 SV=1
TR139785_c1_g1_i2	sp-P47032-PRY1_YEAST	sp-P47032-PRY1_YEAST Protein PRY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRY1 PE=1 SV=1
TR139785_c1_g1_i2	sp-P47032-PRY1_YEAST	sp-P47032-PRY1_YEAST Protein PRY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRY1 PE=1 SV=1
TR139785_c1_g1_i2	sp-P36110-PRY2_YEAST	sp-P36110-PRY2_YEAST Protein PRY2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRY2 PE=1 SV=1
TR139785_c1_g1_i2	sp-P36110-PRY2_YEAST	sp-P36110-PRY2_YEAST Protein PRY2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRY2 PE=1 SV=1
TR139785_c1_g1_i2	sp-P36110-PRY2_YEAST	sp-P36110-PRY2_YEAST Protein PRY2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRY2 PE=1 SV=1
TR139785_c1_g1_i2	sp-P36110-PRY2_YEAST	sp-P36110-PRY2_YEAST Protein PRY2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRY2 PE=1 SV=1
TR139785_c1_g1_i2	sp-P47033-PRY3_YEAST	sp-P47033-PRY3_YEAST Cell wall protein PRY3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRY3 PE=1 SV=1
TR139785_c1_g1_i2	sp-P47033-PRY3_YEAST	sp-P47033-PRY3_YEAST Cell wall protein PRY3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRY3 PE=1 SV=1
TR139785_c1_g1_i2	sp-P47033-PRY3_YEAST	sp-P47033-PRY3_YEAST Cell wall protein PRY3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRY3 PE=1 SV=1
TR139785_c1_g1_i2	sp-P47033-PRY3_YEAST	sp-P47033-PRY3_YEAST Cell wall protein PRY3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRY3 PE=1 SV=1
TR139785_c1_g1_i2	sp-Q59ZX3-RBE1_CANAL	sp-Q59ZX3-RBE1_CANAL Repressed by EFG1 protein 1 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) GN=RBE1 PE=1 SV=1
TR139785_c1_g1_i2	sp-Q59ZX3-RBE1_CANAL	sp-Q59ZX3-RBE1_CANAL Repressed by EFG1 protein 1 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) GN=RBE1 PE=1 SV=1
TR139785_c1_g1_i2	sp-Q59ZX3-RBE1_CANAL	sp-Q59ZX3-RBE1_CANAL Repressed by EFG1 protein 1 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) GN=RBE1 PE=1 SV=1
TR139785_c1_g1_i2	sp-Q59ZX3-RBE1_CANAL	sp-Q59ZX3-RBE1_CANAL Repressed by EFG1 protein 1 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) GN=RBE1 PE=1 SV=1
TR139785_c1_g1_i2	sp-Q59ZX3-RBE1_CANAL	sp-Q59ZX3-RBE1_CANAL Repressed by EFG1 protein 1 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) GN=RBE1 PE=1 SV=1
TR139785_c1_g1_i2	sp-P33154-PR1_ARATH	sp-P33154-PR1_ARATH Pathogenesis-related protein 1 OS=Arabidopsis thaliana GN=At2g14610 PE=1 SV=1
TR139785_c1_g1_i2	sp-P33154-PR1_ARATH	sp-P33154-PR1_ARATH Pathogenesis-related protein 1 OS=Arabidopsis thaliana GN=At2g14610 PE=1 SV=1
TR139785_c1_g1_i2	sp-P33154-PR1_ARATH	sp-P33154-PR1_ARATH Pathogenesis-related protein 1 OS=Arabidopsis thaliana GN=At2g14610 PE=1 SV=1
TR139785_c1_g1_i2	sp-P33154-PR1_ARATH	sp-P33154-PR1_ARATH Pathogenesis-related protein 1 OS=Arabidopsis thaliana GN=At2g14610 PE=1 SV=1
TR139785_c1_g1_i2	sp-Q9ZNS4-PRB1_ARATH	sp-Q9ZNS4-PRB1_ARATH Pathogenesis-related protein 1 OS=Arabidopsis thaliana GN=PRB1 PE=2 SV=1
TR139785_c1_g1_i2	sp-Q9ZNS4-PRB1_ARATH	sp-Q9ZNS4-PRB1_ARATH Pathogenesis-related protein 1 OS=Arabidopsis thaliana GN=PRB1 PE=2 SV=1
TR139785_c1_g1_i2	sp-Q9ZNS4-PRB1_ARATH	sp-Q9ZNS4-PRB1_ARATH Pathogenesis-related protein 1 OS=Arabidopsis thaliana GN=PRB1 PE=2 SV=1
TR139785_c1_g1_i2	sp-Q9ZNS4-PRB1_ARATH	sp-Q9ZNS4-PRB1_ARATH Pathogenesis-related protein 1 OS=Arabidopsis thaliana GN=PRB1 PE=2 SV=1
TR139785_c1_g1_i2	sp-Q41359-PR1_SAMNI	sp-Q41359-PR1_SAMNI Pathogenesis-related protein PR-1 type OS=Sambucus nigra PE=2 SV=1
TR139785_c1_g1_i2	sp-Q41359-PR1_SAMNI	sp-Q41359-PR1_SAMNI Pathogenesis-related protein PR-1 type OS=Sambucus nigra PE=2 SV=1
TR139785_c1_g1_i2	sp-Q41359-PR1_SAMNI	sp-Q41359-PR1_SAMNI Pathogenesis-related protein PR-1 type OS=Sambucus nigra PE=2 SV=1
TR139785_c1_g1_i2	sp-Q41359-PR1_SAMNI	sp-Q41359-PR1_SAMNI Pathogenesis-related protein PR-1 type OS=Sambucus nigra PE=2 SV=1
TR139785_c1_g1_i2	sp-P07053-PR1B_TOBAC	sp-P07053-PR1B_TOBAC Pathogenesis-related protein 1B OS=Nicotiana tabacum PE=2 SV=1
TR139785_c1_g1_i2	sp-P07053-PR1B_TOBAC	sp-P07053-PR1B_TOBAC Pathogenesis-related protein 1B OS=Nicotiana tabacum PE=2 SV=1
TR139785_c1_g1_i2	sp-P07053-PR1B_TOBAC	sp-P07053-PR1B_TOBAC Pathogenesis-related protein 1B OS=Nicotiana tabacum PE=2 SV=1
TR139785_c1_g1_i2	sp-P07053-PR1B_TOBAC	sp-P07053-PR1B_TOBAC Pathogenesis-related protein 1B OS=Nicotiana tabacum PE=2 SV=1
TR140276_c0_g1_i3	sp-Q6DGZ0-GPT11_DANRE	sp-Q6DGZ0-GPT11_DANRE G patch domain-containing protein 11 OS=Danio rerio GN=gpatch11 PE=2 SV=1
TR140276_c0_g1_i3	sp-Q6DF57-GPT11_XENTR	sp-Q6DF57-GPT11_XENTR G patch domain-containing protein 11 OS=Xenopus tropicalis GN=gpatch11 PE=2 SV=1
TR140276_c0_g1_i3	sp-Q2KI19-GPT11_BOVIN	sp-Q2KI19-GPT11_BOVIN G patch domain-containing protein 11 OS=Bos taurus GN=GPATCH11 PE=2 SV=2
TR140276_c0_g1_i3	sp-Q8N954-GPT11_HUMAN	sp-Q8N954-GPT11_HUMAN G patch domain-containing protein 11 OS=Homo sapiens GN=GPATCH11 PE=1 SV=3
TR140276_c0_g1_i3	sp-Q3UFS4-GPT11_MOUSE	sp-Q3UFS4-GPT11_MOUSE G patch domain-containing protein 11 OS=Mus musculus GN=Gpatch11 PE=1 SV=2
TR140276_c0_g1_i3	sp-Q61858-GPAN1_MOUSE	sp-Q61858-GPAN1_MOUSE G patch domain and ankyrin repeat-containing protein 1 OS=Mus musculus GN=Gpank1 PE=2 SV=2
TR140276_c0_g1_i3	sp-O95872-GPAN1_HUMAN	sp-O95872-GPAN1_HUMAN G patch domain and ankyrin repeat-containing protein 1 OS=Homo sapiens GN=GPANK1 PE=1 SV=1
TR140276_c0_g1_i3	sp-C6Y4A5-YELS_SCHPO	sp-C6Y4A5-YELS_SCHPO Uncharacterized protein C6F6.19 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC6F6.19 PE=2 SV=1
TR140276_c0_g1_i3	sp-Q6C233-SQS1_YARLI	sp-Q6C233-SQS1_YARLI Protein SQS1 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) GN=SQS1 PE=3 SV=1
TR140276_c0_g1_i3	sp-A2A6A1-GPTC8_MOUSE	sp-A2A6A1-GPTC8_MOUSE G patch domain-containing protein 8 OS=Mus musculus GN=Gpatch8 PE=1 SV=1
TR144026_c1_g2_i1	sp-A2RU49-HYKK_HUMAN	sp-A2RU49-HYKK_HUMAN Hydroxylysine kinase OS=Homo sapiens GN=HYKK PE=1 SV=2
TR144026_c1_g2_i1	sp-Q5U5V2-HYKK_MOUSE	sp-Q5U5V2-HYKK_MOUSE Hydroxylysine kinase OS=Mus musculus GN=Hykk PE=1 SV=2
TR144026_c1_g2_i1	sp-A5PJU6-HYKK_BOVIN	sp-A5PJU6-HYKK_BOVIN Hydroxylysine kinase OS=Bos taurus GN=HYKK PE=2 SV=1
TR144026_c1_g2_i1	sp-A8WFT6-HYKK_DANRE	sp-A8WFT6-HYKK_DANRE Hydroxylysine kinase OS=Danio rerio GN=hykk PE=2 SV=1
TR144026_c1_g2_i1	sp-Q6PB06-HYKK_XENLA	sp-Q6PB06-HYKK_XENLA Hydroxylysine kinase OS=Xenopus laevis GN=hykk PE=2 SV=1
TR144026_c1_g2_i1	sp-Q2KBL3-KHSE_RHIEC	sp-Q2KBL3-KHSE_RHIEC Homoserine kinase OS=Rhizobium etli (strain CFN 42 / ATCC 51251) GN=thrB PE=3 SV=1
TR144026_c1_g2_i1	sp-B3PSC0-KHSE_RHIE6	sp-B3PSC0-KHSE_RHIE6 Homoserine kinase OS=Rhizobium etli (strain CIAT 652) GN=thrB PE=3 SV=1
TR144026_c1_g2_i1	sp-B5ZSW0-KHSE_RHILW	sp-B5ZSW0-KHSE_RHILW Homoserine kinase OS=Rhizobium leguminosarum bv. trifolii (strain WSM2304) GN=thrB PE=3 SV=1
TR144026_c1_g2_i1	sp-Q8UHA8-KHSE_AGRFC	sp-Q8UHA8-KHSE_AGRFC Homoserine kinase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) GN=thrB PE=1 SV=1
TR144026_c1_g2_i1	sp-Q1MKH7-KHSE_RHIL3	sp-Q1MKH7-KHSE_RHIL3 Homoserine kinase OS=Rhizobium leguminosarum bv. viciae (strain 3841) GN=thrB PE=3 SV=1
TR148885_c7_g1_i4	sp-Q9WTJ8-FA50B_MOUSE	sp-Q9WTJ8-FA50B_MOUSE Protein FAM50B OS=Mus musculus GN=Fam50b PE=2 SV=1
TR148885_c7_g1_i4	sp-Q9WTJ8-FA50B_MOUSE	sp-Q9WTJ8-FA50B_MOUSE Protein FAM50B OS=Mus musculus GN=Fam50b PE=2 SV=1
TR148885_c7_g1_i4	sp-Q2VPH1-F50AA_XENLA	sp-Q2VPH1-F50AA_XENLA Protein FAM50A-A OS=Xenopus laevis GN=fam50a-a PE=2 SV=1
TR148885_c7_g1_i4	sp-Q2VPH1-F50AA_XENLA	sp-Q2VPH1-F50AA_XENLA Protein FAM50A-A OS=Xenopus laevis GN=fam50a-a PE=2 SV=1
TR148885_c7_g1_i4	sp-Q4KLV7-F50AB_XENLA	sp-Q4KLV7-F50AB_XENLA Protein FAM50A-B OS=Xenopus laevis GN=fam50a-b PE=2 SV=1
TR148885_c7_g1_i4	sp-Q4KLV7-F50AB_XENLA	sp-Q4KLV7-F50AB_XENLA Protein FAM50A-B OS=Xenopus laevis GN=fam50a-b PE=2 SV=1
TR148885_c7_g1_i4	sp-Q28BK4-FA50A_XENTR	sp-Q28BK4-FA50A_XENTR Protein FAM50A OS=Xenopus tropicalis GN=fam50a PE=2 SV=2
TR148885_c7_g1_i4	sp-Q28BK4-FA50A_XENTR	sp-Q28BK4-FA50A_XENTR Protein FAM50A OS=Xenopus tropicalis GN=fam50a PE=2 SV=2
TR148885_c7_g1_i4	sp-Q9WV03-FA50A_MOUSE	sp-Q9WV03-FA50A_MOUSE Protein FAM50A OS=Mus musculus GN=Fam50a PE=1 SV=1
